rowID	rowName	year	month	day	TITLE	DATE	SOURCE
243	inputFiles/WOSCorpus(243)	2013	6	22	Exploring epiallele stability in a population-epigenetic model	June 22, 2013	THEORETICAL POPULATION BIOLOGY
244	inputFiles/WOSCorpus(244)	2013	6	22	Evolutionary Analysis of the MIXTA Gene Family Highlights Potential Targets for the Study of Cellular Differentiation	June 22, 2013	MOLECULAR BIOLOGY AND EVOLUTION
245	inputFiles/WOSCorpus(245)	2013	6	22	A Tertiary Plastid Gains RNA Editing in Its New Host	June 22, 2013	MOLECULAR BIOLOGY AND EVOLUTION
246	inputFiles/WOSCorpus(246)	2013	6	22	Patterns of molecular evolution in dioecious and non-dioecious Silene	June 22, 2013	JOURNAL OF EVOLUTIONARY BIOLOGY
247	inputFiles/WOSCorpus(247)	2013	6	22	Tracing the Origin and Diversification of Dipodoidea (Order: Rodentia): Evidence from Fossil Record and Molecular Phylogeny	June 22, 2013	EVOLUTIONARY BIOLOGY
248	inputFiles/WOSCorpus(248)	2013	6	22	Comparative and evolutionary analysis of mitochondrial genes in Indian major carps	June 22, 2013	BIOCHEMICAL SYSTEMATICS AND ECOLOGY
249	inputFiles/WOSCorpus(249)	2013	6	22	Evolution of Discrete Phenotypes from Continuous Norms of Reaction	June 22, 2013	AMERICAN NATURALIST
250	inputFiles/WOSCorpus(250)	2013	6	22	Disentangling Direct and Indirect Fitness Effects of Microbial Dormancy	June 22, 2013	AMERICAN NATURALIST
251	inputFiles/WOSCorpus(251)	2013	6	22	Functional Evolution of an Anthocyanin Pathway Enzyme during a Flower Color Transition	June 22, 2013	MOLECULAR BIOLOGY AND EVOLUTION
252	inputFiles/WOSCorpus(252)	2013	6	22	Mitochondrial genomes to the rescue - Diurodrilidae in the myzostomid trap	June 22, 2013	MOLECULAR PHYLOGENETICS AND EVOLUTION
253	inputFiles/WOSCorpus(253)	2013	6	22	An Update of DIVERGE Software for Functional Divergence Analysis of Protein Family	June 22, 2013	MOLECULAR BIOLOGY AND EVOLUTION
254	inputFiles/WOSCorpus(254)	2013	6	22	Family-Level Divergences in the Stinging Wasps (Hymenoptera: Aculeata), with Correlations to Angiosperm Diversification	June 22, 2013	EVOLUTIONARY BIOLOGY
255	inputFiles/WOSCorpus(255)	2013	6	22	Ecological variation in South American geophagine cichlids arose during an early burst of adaptive morphological and functional evolution	June 22, 2013	PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES
256	inputFiles/WOSCorpus(256)	2013	6	22	Hox Gene Deformed is likely involved in mandibular regression during presoldier differentiation in the nasute termite Nasutitermes takasagoensis	June 22, 2013	JOURNAL OF EXPERIMENTAL ZOOLOGY PART B-MOLECULAR AND DEVELOPMENTAL EVOLUTION
257	inputFiles/WOSCorpus(257)	2013	6	22	Chicken domestication: an updated perspective based on mitochondrial genomes	June 22, 2013	HEREDITY
258	inputFiles/WOSCorpus(258)	2013	6	22	Artificial Selection on Brain-Expressed Genes during the Domestication of Dog	June 22, 2013	MOLECULAR BIOLOGY AND EVOLUTION
259	inputFiles/WOSCorpus(259)	2013	6	22	Local adaptation of sex induction in a facultative sexual crustacean: insights from QTL mapping and natural populations of Daphnia magna	June 22, 2013	MOLECULAR ECOLOGY
260	inputFiles/WOSCorpus(260)	2013	6	22	Shifting clinal patterns of stress resistance traits in Drosophila ananassae	June 22, 2013	EVOLUTIONARY ECOLOGY
261	inputFiles/WOSCorpus(261)	2013	6	22	Evolving Dual Targeting of a Prokaryotic Protein in Yeast	June 22, 2013	MOLECULAR BIOLOGY AND EVOLUTION
262	inputFiles/WOSCorpus(262)	2013	6	22	Phylogeny and biogeography of New World Stachydeae (Lamiaceae) with emphasis on the origin and diversification of Hawaiian and South American taxa	June 22, 2013	MOLECULAR PHYLOGENETICS AND EVOLUTION
263	inputFiles/WOSCorpus(263)	2013	6	22	THE GENETIC ARCHITECTURE OF REPRODUCTIVE ISOLATION DURING SPECIATION-WITH-GENE-FLOW IN LAKE WHITEFISH SPECIES PAIRS ASSESSED BY RAD SEQUENCING	June 22, 2013	EVOLUTION
264	inputFiles/WOSCorpus(264)	2013	6	22	Revision of the sauropod dinosaurs of the Lower Cretaceous Trinity Group, southern USA, with the description of a new genus	June 22, 2013	JOURNAL OF SYSTEMATIC PALAEONTOLOGY
265	inputFiles/WOSCorpus(265)	2013	6	22	mtDNA Variation in East Africa Unravels the History of Afro-Asiatic Groups	June 22, 2013	AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY
266	inputFiles/WOSCorpus(266)	2013	6	22	Cambrian spiral-plated echinoderms from Gondwana reveal the earliest pentaradial body plan	June 22, 2013	PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES
267	inputFiles/WOSCorpus(267)	2013	6	22	Ecological character displacement: glass half full or half empty?	June 22, 2013	TRENDS IN ECOLOGY & EVOLUTION
268	inputFiles/WOSCorpus(268)	2013	6	22	Local adaptation within a hybrid species	June 22, 2013	HEREDITY
269	inputFiles/WOSCorpus(269)	2013	6	22	Bio plus plus : Efficient Extensible Libraries and Tools for Computational Molecular Evolution	June 22, 2013	MOLECULAR BIOLOGY AND EVOLUTION
270	inputFiles/WOSCorpus(270)	2013	6	22	The seminal symphony: how to compose an ejaculate	June 22, 2013	TRENDS IN ECOLOGY & EVOLUTION
271	inputFiles/WOSCorpus(271)	2013	6	22	Ecology and Evolution Affect Network Structure in an Intimate Marchine Mutualism	June 22, 2013	AMERICAN NATURALIST
272	inputFiles/WOSCorpus(272)	2013	6	22	Multiple host transfers, but only one successful lineage in a continent-spanning emergent pathogen	June 22, 2013	PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES
273	inputFiles/WOSCorpus(273)	2013	6	22	Estimating Empirical Codon Hidden Marchkov Models	June 22, 2013	MOLECULAR BIOLOGY AND EVOLUTION
274	inputFiles/WOSCorpus(274)	2013	6	22	Stage Dependence of Phenotypical and Phenological Maternal Effects: Insight into Squamate Reptile Reproductive Strategies	June 22, 2013	AMERICAN NATURALIST
275	inputFiles/WOSCorpus(275)	2013	6	22	Size and sex matter: reproductive biology and determinants of offspring survival in Gazella Marchica	June 22, 2013	BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY
276	inputFiles/WOSCorpus(276)	2013	6	22	A Scan for Human-Specific Relaxation of Negative Selection Reveals Unexpected Polymorphism in Proteasome Genes	June 22, 2013	MOLECULAR BIOLOGY AND EVOLUTION
277	inputFiles/WOSCorpus(277)	2013	6	22	Neutral and selection-driven Decemberay of sexual traits in asexual stick insects	June 22, 2013	PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES
278	inputFiles/WOSCorpus(278)	2013	6	22	Stress, adaptation, and speciation in the evolution of the blind mole rat, Spalax, in Israel	June 22, 2013	MOLECULAR PHYLOGENETICS AND EVOLUTION
279	inputFiles/WOSCorpus(279)	2013	6	22	Niche divergence by deep-sea Octoberocorals in the genus Callogorgia across the continental slope of the Gulf of Mexico	June 22, 2013	MOLECULAR ECOLOGY
280	inputFiles/WOSCorpus(280)	2013	6	22	Multiple nuclear and mitochondrial DNA sequences provide new insights into the phylogeny of South African Lacertids (Lacertidae, Eremiadinae)	June 22, 2013	JOURNAL OF ZOOLOGICAL SYSTEMATICS AND EVOLUTIONARY RESEARCH
281	inputFiles/WOSCorpus(281)	2013	6	22	Conservation genetics and population diversity of Erigeron breviscapus (Asteraceae), an important Chinese herb	June 22, 2013	BIOCHEMICAL SYSTEMATICS AND ECOLOGY
282	inputFiles/WOSCorpus(282)	2013	6	22	Expression Divergence between Escherichia coli and Salmonella enterica serovar Typhimurium Reflects Their Lifestyles	June 22, 2013	MOLECULAR BIOLOGY AND EVOLUTION
283	inputFiles/WOSCorpus(283)	2013	6	22	Linkage disequilibrium and effective population size when generations overlap	June 22, 2013	EVOLUTIONARY APPLICATIONS
284	inputFiles/WOSCorpus(284)	2013	6	22	Multivariate sexual selection in a rapidly evolving speciation phenotype	June 22, 2013	PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES
285	inputFiles/WOSCorpus(285)	2013	6	22	Extreme Intraclutch Egg-Size Dimorphism in Eudyptes Penguins, an Evolutionary Response to Clutch-Size Maladaptation	June 22, 2013	AMERICAN NATURALIST
286	inputFiles/WOSCorpus(286)	2013	6	22	Ecotypes and genetic structure of Rhinanthus alectorolophus (Orobanchaceae) in southwestern Germany	June 22, 2013	PLANT SYSTEMATICS AND EVOLUTION
287	inputFiles/WOSCorpus(287)	2013	6	22	Soldiers with large weapons in predator-abundant midsummer: phenotypic plasticity in a eusocial aphid	June 22, 2013	EVOLUTIONARY ECOLOGY
288	inputFiles/WOSCorpus(288)	2013	6	22	One quantitative trait locus for intra- and interspecific variation in a sex pheromone	June 22, 2013	MOLECULAR ECOLOGY
289	inputFiles/WOSCorpus(289)	2013	6	22	Sexual Size Dimorphism in Anurans: Ontogenetic Determination Revealed by an Across-Species Comparison	June 22, 2013	EVOLUTIONARY BIOLOGY
290	inputFiles/WOSCorpus(290)	2013	6	22	Goffin cockatoos wait for qualitative and quantitative gains but prefer 'better' to 'more'	June 22, 2013	BIOLOGY LETTERS
291	inputFiles/WOSCorpus(291)	2013	6	22	Rethinking Butterfly Eyespots	June 22, 2013	EVOLUTIONARY BIOLOGY
292	inputFiles/WOSCorpus(292)	2013	6	22	Prevalence of Multinucleotide Replacements in Evolution of Primates and Drosophila	June 22, 2013	MOLECULAR BIOLOGY AND EVOLUTION
293	inputFiles/WOSCorpus(293)	2013	6	22	Evidence for rapid evolution of phenology in an invasive grass	June 22, 2013	JOURNAL OF EVOLUTIONARY BIOLOGY
294	inputFiles/WOSCorpus(294)	2013	6	22	Species with a chemical defence, but not chemical offence, live longer	June 22, 2013	JOURNAL OF EVOLUTIONARY BIOLOGY
295	inputFiles/WOSCorpus(295)	2013	6	22	Inter- and intrasexual genetic correlations of exaggerated traits and locomotor activity	June 22, 2013	JOURNAL OF EVOLUTIONARY BIOLOGY
296	inputFiles/WOSCorpus(296)	2013	6	22	The evolution of mammal body sizes: responses to Cenozoic climate change in North American mammals	June 22, 2013	JOURNAL OF EVOLUTIONARY BIOLOGY
297	inputFiles/WOSCorpus(297)	2013	6	22	Fine-scale biogeographical and temporal diversification processes of peacock swallowtails (Papilio subgenus Achillides) in the Indo-Australian Archipelago	June 22, 2013	CLADISTICS
298	inputFiles/WOSCorpus(298)	2013	6	22	Genome-wide evolutionary response to a heat wave in Drosophila	June 22, 2013	BIOLOGY LETTERS
299	inputFiles/WOSCorpus(299)	2013	6	22	Parallel evolution of Novemberelties: extremely long intromittent organs in the leaf beetle subfamily Criocerinae	June 22, 2013	EVOLUTION & DEVELOPMENT
300	inputFiles/WOSCorpus(300)	2013	6	22	Genetic and developmental analysis of differences in eye and face morphology between Drosophila simulans and Drosophila mauritiana	June 22, 2013	EVOLUTION & DEVELOPMENT
301	inputFiles/WOSCorpus(301)	2013	6	22	Asymmetry in pay-off predicts how familiar individuals respond to one another	June 22, 2013	BIOLOGY LETTERS
302	inputFiles/WOSCorpus(302)	2013	6	22	An updated phylogeny of Anisoptera including formal convergence analysis of morphological characters	June 22, 2013	SYSTEMATIC ENTOMOLOGY
303	inputFiles/WOSCorpus(303)	2013	6	22	Sexually dimorphic melanin-based colour polymorphism, feather melanin content, and wing feather structure in the barn owl (Tyto alba)	June 22, 2013	BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY
304	inputFiles/WOSCorpus(304)	2013	6	22	Insights into the Origin of Metazoan Filopodia and Microvilli	June 22, 2013	MOLECULAR BIOLOGY AND EVOLUTION
305	inputFiles/WOSCorpus(305)	2013	6	22	Inferring the Evolution of Teleostean zp Genes Based on Their Sites of Expression	June 22, 2013	JOURNAL OF EXPERIMENTAL ZOOLOGY PART B-MOLECULAR AND DEVELOPMENTAL EVOLUTION
306	inputFiles/WOSCorpus(306)	2013	6	22	Floral ontogeny of Aeschynomene falcata and A. sensitiva (Leguminosae: Papilionoideae) supports molecular phylogenetic data	June 22, 2013	PLANT SYSTEMATICS AND EVOLUTION
307	inputFiles/WOSCorpus(307)	2013	6	22	An interspecific comparison between morphology and swimming performance in cyprinids	June 22, 2013	JOURNAL OF EVOLUTIONARY BIOLOGY
308	inputFiles/WOSCorpus(308)	2013	6	22	The evolution of plant reproductive systems: how often are transitions irreversible?	June 22, 2013	PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES
309	inputFiles/WOSCorpus(309)	2013	6	22	Extending the Arabidopsis flowering paradigm to a mass flowering phenomenon in the tropics	June 22, 2013	MOLECULAR ECOLOGY
310	inputFiles/WOSCorpus(310)	2013	6	22	The Evolution and Paleobiogeography of Flying Squirrels (Sciuridae, Pteromyini) in Response to Global Environmental Change	June 22, 2013	EVOLUTIONARY BIOLOGY
311	inputFiles/WOSCorpus(311)	2013	6	22	Brief Communication: Beyond the South African cave paradigmAustralopithecus africanus from PlioPleistocene paleosol deposits at Taung	June 22, 2013	AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY
312	inputFiles/WOSCorpus(312)	2013	6	22	Next-generation QTL mapping: crowdsourcing SNPs, without pedigrees	June 22, 2013	MOLECULAR ECOLOGY
313	inputFiles/WOSCorpus(313)	2013	6	22	Synthetic Biology of Phenotypic Adaptation in Vertebrates: The Next Frontier	June 22, 2013	MOLECULAR BIOLOGY AND EVOLUTION
314	inputFiles/WOSCorpus(314)	2013	6	22	Experimental maturation of feathers: implications for reconstructions of fossil feather colour	June 22, 2013	BIOLOGY LETTERS
315	inputFiles/WOSCorpus(315)	2013	6	22	The relationship between plantar pressure and footprint shape	June 22, 2013	JOURNAL OF HUMAN EVOLUTION
316	inputFiles/WOSCorpus(316)	2013	6	22	Regional population expansion in Eucalyptus globulus	June 22, 2013	MOLECULAR PHYLOGENETICS AND EVOLUTION
317	inputFiles/WOSCorpus(317)	2013	6	22	First evidence of cryptic species diversity and significant population structure in a widespread freshwater nematode morphospecies (Tobrilus gracilis)	June 22, 2013	MOLECULAR ECOLOGY
318	inputFiles/WOSCorpus(318)	2013	6	22	Multiple Genomic Changes Associated with Reorganization of Gene Regulation and Adaptation in Yeast	June 22, 2013	MOLECULAR BIOLOGY AND EVOLUTION
319	inputFiles/WOSCorpus(319)	2013	6	22	Biogeography and body size shuffling of aquatic salamander communities on a shifting refuge	June 22, 2013	PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES
320	inputFiles/WOSCorpus(320)	2013	6	22	The peppered moth and industrial melanism: evolution of a natural selection case study	June 22, 2013	HEREDITY
321	inputFiles/WOSCorpus(321)	2013	6	22	Functional rare males in diploid parthenogenetic Artemia	June 22, 2013	JOURNAL OF EVOLUTIONARY BIOLOGY
322	inputFiles/WOSCorpus(322)	2013	6	22	Gamma-amino butyric acid, glutamate dehydrogenase and glutamate Decemberarboxylase levels in phylogenetically divergent plants	June 22, 2013	PLANT SYSTEMATICS AND EVOLUTION
323	inputFiles/WOSCorpus(323)	2013	6	22	Phylogenetic Analysis Using Levy Processes: Finding Jumps in the Evolution of Continuous Traits	June 22, 2013	SYSTEMATIC BIOLOGY
324	inputFiles/WOSCorpus(324)	2013	6	22	Phylogenetic Patterns of GC-Biased Gene Conversion in Placental Mammals and the Evolutionary Dynamics of Recombination Landscapes	June 22, 2013	MOLECULAR BIOLOGY AND EVOLUTION
325	inputFiles/WOSCorpus(325)	2013	6	22	Gene Duplication Is Infrequent in the Recent Evolutionary History of RNA Viruses	June 22, 2013	MOLECULAR BIOLOGY AND EVOLUTION
326	inputFiles/WOSCorpus(326)	2013	6	22	Subfunctionalization via Adaptive Evolution Influenced by Genomic Context: The Case of Histone Chaperones ASF1a and ASF1b	June 22, 2013	MOLECULAR BIOLOGY AND EVOLUTION
327	inputFiles/WOSCorpus(327)	2013	6	22	Accelerated Evolution after Gene Duplication: A Time-Dependent Process Affecting Just One Copy	June 22, 2013	MOLECULAR BIOLOGY AND EVOLUTION
328	inputFiles/WOSCorpus(328)	2013	6	22	Inheritance of Gene Expression Level and Selective Constraints on Trans- and Cis-Regulatory Changes in Yeast	June 22, 2013	MOLECULAR BIOLOGY AND EVOLUTION
329	inputFiles/WOSCorpus(329)	2013	6	22	The Effect of Gene Overlapping on the Rate of RNA Virus Evolution	June 22, 2013	MOLECULAR BIOLOGY AND EVOLUTION
330	inputFiles/WOSCorpus(330)	2013	6	22	Wormholes record species history in space and time	June 22, 2013	BIOLOGY LETTERS
331	inputFiles/WOSCorpus(331)	2013	6	22	The impact of global climate change on genetic diversity within populations and species	June 22, 2013	MOLECULAR ECOLOGY
332	inputFiles/WOSCorpus(332)	2013	6	22	Population-specific recombination sites within the human MHC region	June 22, 2013	HEREDITY
333	inputFiles/WOSCorpus(333)	2013	6	22	Cranial morphological variation among contemporary Mexicans: Regional trends, ancestral affinities, and genetic comparisons	June 22, 2013	AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY
334	inputFiles/WOSCorpus(334)	2013	6	22	Are long-lived trees poised for evolutionary change? Single locus effects in the evolution of gene expression networks in spruce	June 22, 2013	MOLECULAR ECOLOGY
335	inputFiles/WOSCorpus(335)	2013	6	22	GENOME DIVERGENCE AND THE GENETIC ARCHITECTURE OF BARRIERS TO GENE FLOW BETWEEN LYCAEIDES IDAS AND L-MELISSA	June 22, 2013	EVOLUTION
336	inputFiles/WOSCorpus(336)	2013	6	22	Principles of transcriptome analysis and gene expression quantification: an RNA-seq tutorial	June 22, 2013	MOLECULAR ECOLOGY RESOURCES
337	inputFiles/WOSCorpus(337)	2013	6	22	The evolution of lineage-specific clusters of single nucleotide substitutions in the human genome	June 22, 2013	MOLECULAR PHYLOGENETICS AND EVOLUTION
338	inputFiles/WOSCorpus(338)	2013	6	22	ALTITUDINAL CLINAL VARIATION IN WING SIZE AND SHAPE IN AFRICAN DROSOPHILA MELANOGASTER: ONE CLINE OR MANY?	June 22, 2013	EVOLUTION
339	inputFiles/WOSCorpus(339)	2013	6	22	Molecular phylogeny of the Helicodontidae and Trissexodontidae (Gastropoda)	June 22, 2013	ZOOLOGICA SCRIPTA
340	inputFiles/WOSCorpus(340)	2013	6	22	Geographical origin and sexual-system evolution of the androdioecious plant Gynochthodes boninensis (Rubiaceae), endemic to the Bonin Islands, Japan	June 22, 2013	MOLECULAR PHYLOGENETICS AND EVOLUTION
341	inputFiles/WOSCorpus(341)	2013	6	22	HOW SELFING, INBREEDING DEPRESSION, AND POLLEN LIMITATION IMPACT NUCLEAR-CYTOPLASMIC GYNODIOECY: A MODEL	June 22, 2013	EVOLUTION
342	inputFiles/WOSCorpus(342)	2013	6	22	Habitat variation and wing coloration affect wing shape evolution in dragonflies	June 22, 2013	JOURNAL OF EVOLUTIONARY BIOLOGY
343	inputFiles/WOSCorpus(343)	2013	6	22	Morris Goodman's hominoid rate slowdown: The importance of being neutral	June 22, 2013	MOLECULAR PHYLOGENETICS AND EVOLUTION
344	inputFiles/WOSCorpus(344)	2013	6	22	Haplodiploidy, Sex-Ratio Adjustment, and Eusociality	June 22, 2013	AMERICAN NATURALIST
345	inputFiles/WOSCorpus(345)	2013	6	22	Optimal Control and Cold War Dynamics between Plant and Herbivore	June 22, 2013	AMERICAN NATURALIST
346	inputFiles/WOSCorpus(346)	2013	6	22	Neanderthal teeth from moula-guercy, ArDecemberhe, France	June 22, 2013	AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY
347	inputFiles/WOSCorpus(347)	2013	6	22	Human talus bones from the Middle Pleistocene site of Sima de los Huesos (Sierra de Atapuerca, Burgos, Spain)	June 22, 2013	JOURNAL OF HUMAN EVOLUTION
348	inputFiles/WOSCorpus(348)	2013	6	22	Conservation and Functional Element Discovery in 20 Angiosperm Plant Genomes	June 22, 2013	MOLECULAR BIOLOGY AND EVOLUTION
349	inputFiles/WOSCorpus(349)	2013	6	22	Mass production of SNP Marchkers in a nonmodel passerine bird through RAD sequencing and contig mapping to the zebra finch genome	June 22, 2013	MOLECULAR ECOLOGY RESOURCES
350	inputFiles/WOSCorpus(350)	2013	6	22	Heterogeneous Models Place the Root of the Placental Mammal Phylogeny	June 22, 2013	MOLECULAR BIOLOGY AND EVOLUTION
351	inputFiles/WOSCorpus(351)	2013	6	22	Disruptive viability selection on adult exploratory behaviour in eastern chipmunks	June 22, 2013	JOURNAL OF EVOLUTIONARY BIOLOGY
352	inputFiles/WOSCorpus(352)	2013	6	22	Stylar polymorphism, reciprocity and incompatibility systems in Nymphoides montana (Menyanthaceae) endemic to southeastern Australia	June 22, 2013	PLANT SYSTEMATICS AND EVOLUTION
353	inputFiles/WOSCorpus(353)	2013	6	22	Family-based guilds in the ant Pachycondyla inversa	June 22, 2013	BIOLOGY LETTERS
354	inputFiles/WOSCorpus(354)	2013	6	22	PUPARIATION SITE PREFERENCE WITHIN AND BETWEEN DROSOPHILA SIBLING SPECIES	June 22, 2013	EVOLUTION
355	inputFiles/WOSCorpus(355)	2013	6	22	Antennapedia is involved in the development of thoracic legs and segmentation in the silkworm, Bombyx mori	June 22, 2013	HEREDITY
356	inputFiles/WOSCorpus(356)	2013	6	22	Phylogenetic analysis reveals the coexistence of interfamily and interspecies horizontal gene transfer in Streptococcus thermophilus strains isolated from the same yoghurt	June 22, 2013	MOLECULAR PHYLOGENETICS AND EVOLUTION
357	inputFiles/WOSCorpus(357)	2013	6	22	Exploring the costs of horizontal gene transfer	June 22, 2013	TRENDS IN ECOLOGY & EVOLUTION
358	inputFiles/WOSCorpus(358)	2013	6	22	A Functional Isopenicillin N Synthase in an Animal Genome	June 22, 2013	MOLECULAR BIOLOGY AND EVOLUTION
359	inputFiles/WOSCorpus(359)	2013	6	22	Neural steroid sensitivity and aggression: comparing individuals of two songbird subspecies	June 22, 2013	JOURNAL OF EVOLUTIONARY BIOLOGY
360	inputFiles/WOSCorpus(360)	2013	6	22	Genetic mapping of three quantitative trait loci for soybean aphid resistance in PI 567324	June 22, 2013	HEREDITY
361	inputFiles/WOSCorpus(361)	2013	6	22	THE DYNAMICS OF RECIPROCAL SELECTIVE SWEEPS OF HOST RESISTANCE AND A PARASITE COUNTER-ADAPTATION IN DROSOPHILA	June 22, 2013	EVOLUTION
362	inputFiles/WOSCorpus(362)	2013	6	22	Niche differentiation and colonization of a Novemberel environment by an asexual parasitic wasp	June 22, 2013	JOURNAL OF EVOLUTIONARY BIOLOGY
363	inputFiles/WOSCorpus(363)	2013	6	22	Hybridization and the porous genome: patterns of isolation and introgression in manakins	June 22, 2013	MOLECULAR ECOLOGY
364	inputFiles/WOSCorpus(364)	2013	6	22	The convergent evolution of blue iris pigmentation in primates took distinct molecular paths	June 22, 2013	AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY
365	inputFiles/WOSCorpus(365)	2013	6	22	Epistasis between mutations is host-dependent for an RNA virus	June 22, 2013	BIOLOGY LETTERS
366	inputFiles/WOSCorpus(366)	2013	6	22	The role of cultural transmission in human demographic change: An age-structured model	June 22, 2013	THEORETICAL POPULATION BIOLOGY
367	inputFiles/WOSCorpus(367)	2013	6	22	SOCIAL LEARNERS REQUIRE PROCESS INFORMATION TO OUTPERFORM INDIVIDUAL LEARNERS	June 22, 2013	EVOLUTION
368	inputFiles/WOSCorpus(368)	2013	6	22	Evolution of improvement and cumulative culture	June 22, 2013	THEORETICAL POPULATION BIOLOGY
369	inputFiles/WOSCorpus(369)	2013	6	22	Human Demographic Processes and Genetic Variation as Revealed by mtDNA Simulations	June 22, 2013	MOLECULAR BIOLOGY AND EVOLUTION
370	inputFiles/WOSCorpus(370)	2013	6	22	Genetic drift or natural selection? Hybridization and asymmetric mitochondrial introgression in two Caribbean lizards (Anolis pulchellus and Anolis krugi)	June 22, 2013	JOURNAL OF EVOLUTIONARY BIOLOGY
371	inputFiles/WOSCorpus(371)	2013	6	22	Pollinator-mediated selection on floral morphology: evidence for transgressive evolution in a derived hybrid lineage	June 22, 2013	JOURNAL OF EVOLUTIONARY BIOLOGY
372	inputFiles/WOSCorpus(372)	2013	6	22	Progressive genome-wide introgression in agricultural Campylobacter coli	June 22, 2013	MOLECULAR ECOLOGY
373	inputFiles/WOSCorpus(373)	2013	6	22	Gene flow across a hybrid zone maintained by a weak heterogametic incompatibility and positive selection of incompatible alleles	June 22, 2013	JOURNAL OF EVOLUTIONARY BIOLOGY
374	inputFiles/WOSCorpus(374)	2013	6	22	Hybridization and speciation	June 22, 2013	JOURNAL OF EVOLUTIONARY BIOLOGY
375	inputFiles/WOSCorpus(375)	2013	6	22	Reticulate evolution in Ranunculus cantonensis polyploid complex and its allied species	June 22, 2013	PLANT SYSTEMATICS AND EVOLUTION
376	inputFiles/WOSCorpus(376)	2013	6	22	Rapid, habitat-related evolution of land snail colour morphs on reclaimed land	June 22, 2013	HEREDITY
377	inputFiles/WOSCorpus(377)	2013	6	22	Elongation factor-1 alpha, a putative single-copy nuclear gene, has divergent sets of paralogs in an arachnid	June 22, 2013	MOLECULAR PHYLOGENETICS AND EVOLUTION
378	inputFiles/WOSCorpus(378)	2013	6	22	The role of chromosomal rearrangements and geographical barriers in the divergence of lineages in a South American subterranean rodent (Rodentia: Ctenomyidae: Ctenomys minutus)	June 22, 2013	HEREDITY
379	inputFiles/WOSCorpus(379)	2013	6	22	Ecological correlates of the distribution limits of two poeciliid species along a salinity gradient	June 22, 2013	BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY
380	inputFiles/WOSCorpus(380)	2013	6	22	Experimental evolution reveals trade-offs between mating and immunity	June 22, 2013	BIOLOGY LETTERS
381	inputFiles/WOSCorpus(381)	2013	6	22	The nOctoberurnal bottleneck and the evolution of activity patterns in mammals	June 22, 2013	PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES
382	inputFiles/WOSCorpus(382)	2013	6	22	Experimental evolution of multicellularity using microbial pseudo-organisms	June 22, 2013	BIOLOGY LETTERS
383	inputFiles/WOSCorpus(383)	2013	6	22	Evolution of the Eye Transcriptome under Constant Darkness in Sinocyclocheilus Cavefish	June 22, 2013	MOLECULAR BIOLOGY AND EVOLUTION
384	inputFiles/WOSCorpus(384)	2013	6	22	Maintenance of essential amino acid synthesis pathways in the Blattabacterium cuenoti symbiont of a wood-feeding cockroach	June 22, 2013	BIOLOGY LETTERS
385	inputFiles/WOSCorpus(385)	2013	6	22	Taxonomic validity of species groups in the genus Akodon (Rodentia, Cricetidae)	June 22, 2013	ZOOLOGICA SCRIPTA
386	inputFiles/WOSCorpus(386)	2013	6	22	Duplicated STM-like KNOX I genes act in floral meristem activity in Eschscholzia californica (Papaveraceae)	June 22, 2013	DEVELOPMENT GENES AND EVOLUTION
387	inputFiles/WOSCorpus(387)	2013	6	22	No Evidence that Male Choice Contributes to the Maintenance of a Shared, Sex-Limited Trait in Mimetic and Non-mimetic Female Tiger Swallowtail Butterflies, Papilio glaucus	June 22, 2013	EVOLUTIONARY BIOLOGY
388	inputFiles/WOSCorpus(388)	2013	6	22	Strategic reduction of help before dispersal in a cooperative breeder	June 22, 2013	BIOLOGY LETTERS
389	inputFiles/WOSCorpus(389)	2013	6	22	The Skeletal Proteome of the Coral Acropora millepora: The Evolution of Calcification by Co-Option and Domain Shuffling	June 22, 2013	MOLECULAR BIOLOGY AND EVOLUTION
390	inputFiles/WOSCorpus(390)	2013	6	22	HOW DOES POLLEN VERSUS SEED DISPERSAL AFFECT NICHE EVOLUTION?	June 22, 2013	EVOLUTION
391	inputFiles/WOSCorpus(391)	2013	6	22	Dancing together and Septemberarate again: gymnosperms exhibit frequent changes of fundamental 5S and 35S rRNA gene (rDNA) organisation	June 22, 2013	HEREDITY
