Level1	Level2	Level3	Level4	Level5	Level6	Level7	2009
L1-2:said climate_change state environmental_protection_agency new u_s united_states says states such energy would california while obama water economy washington global_warming because quantpct city plan project including use presiden	L2-3:climate_change state environmental_protection_agency u_s new united_states states would california obama energy washington such global_warming president president_elect_barack_obama bush_administration white_house environment gree	L3-5:climate_change state environmental_protection_agency united_states states would california new such u_s global_warming environment emissions carbon_dioxide mr greenhouse_gas_emissions greenhouse_gases however while even plan could	L4-10:climate_change united_states such global_warming u_s carbon_dioxide mr greenhouse_gas_emissions while even environment emissions greenhouse_gases need cap_trade_system may however many carbon_emissions new both should countries go	L5-20:climate_change united_states global_warming u_s carbon_dioxide mr greenhouse_gas_emissions environment emissions greenhouse_gases cap_trade_system carbon_emissions new countries carbon_dioxide_emissions meeting called internationa	L6-40:climate_change united_states global_warming u_s mr environment new countries meeting international climate united_nations china focus mr_obama world called europe policy european_union goals including nations country next_year agr	L7-79:united_states u_s mr global_warming countries international united_nations china mr_obama world europe european_union nations country agreement deal foreign_policy china_india between ms_carter kyoto_protocol talks ms mr_obama_sai	73.478897
L1-2:said climate_change state environmental_protection_agency new u_s united_states says states such energy would california while obama water economy washington global_warming because quantpct city plan project including use presiden	L2-3:climate_change state environmental_protection_agency u_s new united_states states would california obama energy washington such global_warming president president_elect_barack_obama bush_administration white_house environment gree	L3-5:climate_change state environmental_protection_agency united_states states would california new such u_s global_warming environment emissions carbon_dioxide mr greenhouse_gas_emissions greenhouse_gases however while even plan could	L4-10:climate_change united_states such global_warming u_s carbon_dioxide mr greenhouse_gas_emissions while even environment emissions greenhouse_gases need cap_trade_system may however many carbon_emissions new both should countries go	L5-20:climate_change united_states global_warming u_s carbon_dioxide mr greenhouse_gas_emissions environment emissions greenhouse_gases cap_trade_system carbon_emissions new countries carbon_dioxide_emissions meeting called internationa	L6-40:climate_change united_states global_warming u_s mr environment new countries meeting international climate united_nations china focus mr_obama world called europe policy european_union goals including nations country next_year agr	L7-80:climate_change environment global_warming new meeting climate focus called policy goals including next_year make conference need strategy recommendations action meet meetings address major initiatives commitment next_week set addr	61.619242
L1-2:said climate_change state environmental_protection_agency new u_s united_states says states such energy would california while obama water economy washington global_warming because quantpct city plan project including use presiden	L2-3:climate_change state environmental_protection_agency u_s new united_states states would california obama energy washington such global_warming president president_elect_barack_obama bush_administration white_house environment gree	L3-6:energy obama washington white_house u_s new president bush_administration president_elect_barack_obama issues obama_said change energy_efficiency congress endangered_species oil nation endangered_species_act america administration	L4-11:u_s endangered_species oil endangered_species_act species projects new because utah oil_sands rule federal_government bush_administration industry changes including under oil_prices law rules habitat polar_bears birds environmenta	L5-21:endangered_species endangered_species_act species projects rule bush_administration changes including law rules habitat polar_bears birds federal_government change polar_bear review federal_agencies act new under process wildlife 	L6-41:(endangered_species endangered_species_act species projects rule bush_administration changes including law rules habitat polar_bears birds federal_government change polar_bear review federal_agencies act new under process wildlife )	L7-81:(endangered_species endangered_species_act species projects rule bush_administration changes including law rules habitat polar_bears birds federal_government change polar_bear review federal_agencies act new under process wildlife )	55.992613
L1-2:said climate_change state environmental_protection_agency new u_s united_states says states such energy would california while obama water economy washington global_warming because quantpct city plan project including use presiden	L2-3:climate_change state environmental_protection_agency u_s new united_states states would california obama energy washington such global_warming president president_elect_barack_obama bush_administration white_house environment gree	L3-6:energy obama washington white_house u_s new president bush_administration president_elect_barack_obama issues obama_said change energy_efficiency congress endangered_species oil nation endangered_species_act america administration	L4-11:u_s endangered_species oil endangered_species_act species projects new because utah oil_sands rule federal_government bush_administration industry changes including under oil_prices law rules habitat polar_bears birds environmenta	L5-22:u_s oil utah oil_sands industry oil_prices canada because new country now colorado drilling however salt_lake_city united_states develop canadas jones nation colorado_river demand oil_companies prices natural_gas gasoline mining o	L6-43:(u_s oil utah oil_sands industry oil_prices canada because new country now colorado drilling however salt_lake_city united_states develop canadas jones nation colorado_river demand oil_companies prices natural_gas gasoline mining o)	L7-85:(u_s oil utah oil_sands industry oil_prices canada because new country now colorado drilling however salt_lake_city united_states develop canadas jones nation colorado_river demand oil_companies prices natural_gas gasoline mining o)	51.179136
L1-2:said climate_change state environmental_protection_agency new u_s united_states says states such energy would california while obama water economy washington global_warming because quantpct city plan project including use presiden	L2-3:climate_change state environmental_protection_agency u_s new united_states states would california obama energy washington such global_warming president president_elect_barack_obama bush_administration white_house environment gree	L3-6:energy obama washington white_house u_s new president bush_administration president_elect_barack_obama issues obama_said change energy_efficiency congress endangered_species oil nation endangered_species_act america administration	L4-12:energy obama washington white_house president president_elect_barack_obama issues bush_administration obama_said energy_efficiency new congress america obama_administration committee change senate washington_d_c bill head former a	L5-23:energy energy_efficiency energy_independence energy_policy new energy_efficient chu nobel_prize_winning_physicist_steven_chu energy_use energy_costs energy_secretary energy_department energy_climate_change energy_environment chu_d	L6-45:(energy energy_efficiency energy_independence energy_policy new energy_efficient chu nobel_prize_winning_physicist_steven_chu energy_use energy_costs energy_secretary energy_department energy_climate_change energy_environment chu_d)	L7-89:(energy energy_efficiency energy_independence energy_policy new energy_efficient chu nobel_prize_winning_physicist_steven_chu energy_use energy_costs energy_secretary energy_department energy_climate_change energy_environment chu_d)	76.084261
L1-2:said climate_change state environmental_protection_agency new u_s united_states says states such energy would california while obama water economy washington global_warming because quantpct city plan project including use presiden	L2-3:climate_change state environmental_protection_agency u_s new united_states states would california obama energy washington such global_warming president president_elect_barack_obama bush_administration white_house environment gree	L3-6:energy obama washington white_house u_s new president bush_administration president_elect_barack_obama issues obama_said change energy_efficiency congress endangered_species oil nation endangered_species_act america administration	L4-12:energy obama washington white_house president president_elect_barack_obama issues bush_administration obama_said energy_efficiency new congress america obama_administration committee change senate washington_d_c bill head former a	L5-24:obama washington white_house president president_elect_barack_obama issues bush_administration obama_said congress america committee change senate bill washington_d_c obama_administration administration republicans democrats healt	L6-47:obama white_house president president_elect_barack_obama bush_administration washington obama_said america issues obama_administration administration office nation americans bush change former policy political barack_obama politic	L7-93:white_house bush_administration administration office bush former policy president_elect_barack_obama president job washington head role issues top wednesday asked clinton salazar director policies bushs u_s against political whit	72.893879
L1-2:said climate_change state environmental_protection_agency new u_s united_states says states such energy would california while obama water economy washington global_warming because quantpct city plan project including use presiden	L2-3:climate_change state environmental_protection_agency u_s new united_states states would california obama energy washington such global_warming president president_elect_barack_obama bush_administration white_house environment gree	L3-6:energy obama washington white_house u_s new president bush_administration president_elect_barack_obama issues obama_said change energy_efficiency congress endangered_species oil nation endangered_species_act america administration	L4-12:energy obama washington white_house president president_elect_barack_obama issues bush_administration obama_said energy_efficiency new congress america obama_administration committee change senate washington_d_c bill head former a	L5-24:obama washington white_house president president_elect_barack_obama issues bush_administration obama_said congress america committee change senate bill washington_d_c obama_administration administration republicans democrats healt	L6-47:obama white_house president president_elect_barack_obama bush_administration washington obama_said america issues obama_administration administration office nation americans bush change former policy political barack_obama politic	L7-94:obama president obama_said president_elect_barack_obama america obama_administration nation americans washington change barack_obama economy inauguration new obamas issues country campaign today washington_d_c warren hope politica	83.090100
L1-2:said climate_change state environmental_protection_agency new u_s united_states says states such energy would california while obama water economy washington global_warming because quantpct city plan project including use presiden	L2-3:climate_change state environmental_protection_agency u_s new united_states states would california obama energy washington such global_warming president president_elect_barack_obama bush_administration white_house environment gree	L3-6:energy obama washington white_house u_s new president bush_administration president_elect_barack_obama issues obama_said change energy_efficiency congress endangered_species oil nation endangered_species_act america administration	L4-12:energy obama washington white_house president president_elect_barack_obama issues bush_administration obama_said energy_efficiency new congress america obama_administration committee change senate washington_d_c bill head former a	L5-24:obama washington white_house president president_elect_barack_obama issues bush_administration obama_said congress america committee change senate bill washington_d_c obama_administration administration republicans democrats healt	L6-48:congress washington committee senate bill republicans democrats house d vote support waxman house_speaker_nancy_pelosi republican health_care r capitol_hill issues legislation party chairman democrat lawmakers dingell democratic s	L7-95:(congress washington committee senate bill republicans democrats house d vote support waxman house_speaker_nancy_pelosi republican health_care r capitol_hill issues legislation party chairman democrat lawmakers dingell democratic s)	64.884856
L1-2:said climate_change state environmental_protection_agency new u_s united_states says states such energy would california while obama water economy washington global_warming because quantpct city plan project including use presiden	L2-4:said says water city project use county plant power group quantpct one dollquant_million program now economy green company dollquant_billion jobs home plants well san_francisco not say renewable_energy development local solar_pane	L3-7:said water city county group program dollquant_million economy green dollquant_billion jobs home use san_francisco project renewable_energy local solar_panels system land quantpct development working money now plan first projects 	L4-13:said group program economy dollquant_million green dollquant_billion jobs home use renewable_energy solar_panels quantpct money first added based dollquant working projects using power members system green_jobs technology energy i	L5-25:economy dollquant_million green dollquant_billion jobs home use renewable_energy solar_panels quantpct money dollquant projects using power system green_jobs technology investment energy business systems products businesses electr	L6-49:economy green dollquant_million dollquant_billion jobs renewable_energy solar_panels money quantpct projects power green_jobs dollquant technology system investment business energy systems electricity investments businesses includ	L7-97:economy dollquant_million dollquant_billion jobs money quantpct dollquant investment investments including tax projects funding spending recession fund 2009 growth programs funds businesses financial_crisis tax_cuts based credit w	69.488499
L1-2:said climate_change state environmental_protection_agency new u_s united_states says states such energy would california while obama water economy washington global_warming because quantpct city plan project including use presiden	L2-4:said says water city project use county plant power group quantpct one dollquant_million program now economy green company dollquant_billion jobs home plants well san_francisco not say renewable_energy development local solar_pane	L3-7:said water city county group program dollquant_million economy green dollquant_billion jobs home use san_francisco project renewable_energy local solar_panels system land quantpct development working money now plan first projects 	L4-13:said group program economy dollquant_million green dollquant_billion jobs home use renewable_energy solar_panels quantpct money first added based dollquant working projects using power members system green_jobs technology energy i	L5-25:economy dollquant_million green dollquant_billion jobs home use renewable_energy solar_panels quantpct money dollquant projects using power system green_jobs technology investment energy business systems products businesses electr	L6-49:economy green dollquant_million dollquant_billion jobs renewable_energy solar_panels money quantpct projects power green_jobs dollquant technology system investment business energy systems electricity investments businesses includ	L7-98:green renewable_energy solar_panels power technology green_jobs system energy systems electricity solar company solar_power business wind_power electric_cars use wind wind_farms wind_turbines green_economy sun goal companies green	70.871101
L1-2:said climate_change state environmental_protection_agency new u_s united_states says states such energy would california while obama water economy washington global_warming because quantpct city plan project including use presiden	L2-4:said says water city project use county plant power group quantpct one dollquant_million program now economy green company dollquant_billion jobs home plants well san_francisco not say renewable_energy development local solar_pane	L3-7:said water city county group program dollquant_million economy green dollquant_billion jobs home use san_francisco project renewable_energy local solar_panels system land quantpct development working money now plan first projects 	L4-13:said group program economy dollquant_million green dollquant_billion jobs home use renewable_energy solar_panels quantpct money first added based dollquant working projects using power members system green_jobs technology energy i	L5-25:economy dollquant_million green dollquant_billion jobs home use renewable_energy solar_panels quantpct money dollquant projects using power system green_jobs technology investment energy business systems products businesses electr	L6-50:home use using products homes used cost buy people save buildings store buying house uses paper quantpct savings light recycling built small consumers save_money according building go pay saving customers heat keep value equipment	L7-99:(home use using products homes used cost buy people save buildings store buying house uses paper quantpct savings light recycling built small consumers save_money according building go pay saving customers heat keep value equipment)	54.132567
L1-2:said climate_change state environmental_protection_agency new u_s united_states says states such energy would california while obama water economy washington global_warming because quantpct city plan project including use presiden	L2-4:said says water city project use county plant power group quantpct one dollquant_million program now economy green company dollquant_billion jobs home plants well san_francisco not say renewable_energy development local solar_pane	L3-7:said water city county group program dollquant_million economy green dollquant_billion jobs home use san_francisco project renewable_energy local solar_panels system land quantpct development working money now plan first projects 	L4-13:said group program economy dollquant_million green dollquant_billion jobs home use renewable_energy solar_panels quantpct money first added based dollquant working projects using power members system green_jobs technology energy i	L5-26:said group program added working members first among part groups one said_statement director going include based effort executive_director others foundation asked two association help said_david said_john spokeswoman created membe	L6-51:group program members first among part groups one include based working effort foundation two association help added created member organization joined several 2005 annual second want 2006 successful three organizations participan	L7-101:(group program members first among part groups one include based working effort foundation two association help added created member organization joined several 2005 annual second want 2006 successful three organizations participan)	52.370656
L1-2:said climate_change state environmental_protection_agency new u_s united_states says states such energy would california while obama water economy washington global_warming because quantpct city plan project including use presiden	L2-4:said says water city project use county plant power group quantpct one dollquant_million program now economy green company dollquant_billion jobs home plants well san_francisco not say renewable_energy development local solar_pane	L3-7:said water city county group program dollquant_million economy green dollquant_billion jobs home use san_francisco project renewable_energy local solar_panels system land quantpct development working money now plan first projects 	L4-13:said group program economy dollquant_million green dollquant_billion jobs home use renewable_energy solar_panels quantpct money first added based dollquant working projects using power members system green_jobs technology energy i	L5-26:said group program added working members first among part groups one said_statement director going include based effort executive_director others foundation asked two association help said_david said_john spokeswoman created membe	L6-52:said added said_statement director going others asked said_david said_john spokeswoman working although think said_interview believes contact_rex_springston_804_649_6453 plans executive_director said_tuesday contributed_report sai	L7-103:(said added said_statement director going others asked said_david said_john spokeswoman working although think said_interview believes contact_rex_springston_804_649_6453 plans executive_director said_tuesday contributed_report sai)	59.873299
L1-2:said climate_change state environmental_protection_agency new u_s united_states says states such energy would california while obama water economy washington global_warming because quantpct city plan project including use presiden	L2-4:said says water city project use county plant power group quantpct one dollquant_million program now economy green company dollquant_billion jobs home plants well san_francisco not say renewable_energy development local solar_pane	L3-7:said water city county group program dollquant_million economy green dollquant_billion jobs home use san_francisco project renewable_energy local solar_panels system land quantpct development working money now plan first projects 	L4-14:water city county san_francisco project land development local now well work region residents while bay_area plan cities future area san_jose land_use transportation river way communities service oakland system not community plann	L5-27:city san_francisco project now well while local bay_area work county san_jose transportation way residents cities service oakland community not citys here most driving mayor one plans 2008 san_antonio san_diego new many local_gove	L6-53:city project local county transportation cities service citys community mayor plans new local_governments council time citizens transit city_council city_hall downtown leaders building train board transportation_system existing ho	L7-105:(city project local county transportation cities service citys community mayor plans new local_governments council time citizens transit city_council city_hall downtown leaders building train board transportation_system existing ho)	55.336199
L1-2:said climate_change state environmental_protection_agency new u_s united_states says states such energy would california while obama water economy washington global_warming because quantpct city plan project including use presiden	L2-4:said says water city project use county plant power group quantpct one dollquant_million program now economy green company dollquant_billion jobs home plants well san_francisco not say renewable_energy development local solar_pane	L3-7:said water city county group program dollquant_million economy green dollquant_billion jobs home use san_francisco project renewable_energy local solar_panels system land quantpct development working money now plan first projects 	L4-14:water city county san_francisco project land development local now well work region residents while bay_area plan cities future area san_jose land_use transportation river way communities service oakland system not community plann	L5-27:city san_francisco project now well while local bay_area work county san_jose transportation way residents cities service oakland community not citys here most driving mayor one plans 2008 san_antonio san_diego new many local_gove	L6-54:san_francisco now well while bay_area work san_jose way residents oakland not here most driving one 2008 san_diego many san_antonio working given another big say since bay expect can san_mateo short reach san vallejo facing both v	L7-107:(san_francisco now well while bay_area work san_jose way residents oakland not here most driving one 2008 san_diego many san_antonio working given another big say since bay expect can san_mateo short reach san vallejo facing both v)	48.808756
L1-2:said climate_change state environmental_protection_agency new u_s united_states says states such energy would california while obama water economy washington global_warming because quantpct city plan project including use presiden	L2-4:said says water city project use county plant power group quantpct one dollquant_million program now economy green company dollquant_billion jobs home plants well san_francisco not say renewable_energy development local solar_pane	L3-7:said water city county group program dollquant_million economy green dollquant_billion jobs home use san_francisco project renewable_energy local solar_panels system land quantpct development working money now plan first projects 	L4-14:water city county san_francisco project land development local now well work region residents while bay_area plan cities future area san_jose land_use transportation river way communities service oakland system not community plann	L5-28:water county land development region future area river plan communities land_use system portland areas management task_force residents town planning water_supply regional growth conservation local oregon water_quality countys well	L6-55:(water county land development region future area river plan communities land_use system portland areas management task_force residents town planning water_supply regional growth conservation local oregon water_quality countys well)	L7-109:(water county land development region future area river plan communities land_use system portland areas management task_force residents town planning water_supply regional growth conservation local oregon water_quality countys well)	48.030777
L1-2:said climate_change state environmental_protection_agency new u_s united_states says states such energy would california while obama water economy washington global_warming because quantpct city plan project including use presiden	L2-4:said says water city project use county plant power group quantpct one dollquant_million program now economy green company dollquant_billion jobs home plants well san_francisco not say renewable_energy development local solar_pane	L3-8:says plant plants power florida company project still say because coal_fired_power_plants food one use such quantpct coal not power_plants costs waste utilities customers production farmers now like another nuclear_power can power	L4-15:says power florida say coal_fired_power_plants one plant project coal not power_plants still utilities because customers now like such another nuclear_power quantpct power_plant proposed coal_plants costs many only plants build el	L5-29:power coal_fired_power_plants plant project coal power_plants utilities customers nuclear_power quantpct power_plant proposed coal_plants costs plants build electricity coal_fired_plants utility construction site nevada state cost	L6-57:(power coal_fired_power_plants plant project coal power_plants utilities customers nuclear_power quantpct power_plant proposed coal_plants costs plants build electricity coal_fired_plants utility construction site nevada state cost)	L7-113:(power coal_fired_power_plants plant project coal power_plants utilities customers nuclear_power quantpct power_plant proposed coal_plants costs plants build electricity coal_fired_plants utility construction site nevada state cost)	70.785866
L1-2:said climate_change state environmental_protection_agency new u_s united_states says states such energy would california while obama water economy washington global_warming because quantpct city plan project including use presiden	L2-4:said says water city project use county plant power group quantpct one dollquant_million program now economy green company dollquant_billion jobs home plants well san_francisco not say renewable_energy development local solar_pane	L3-8:says plant plants power florida company project still say because coal_fired_power_plants food one use such quantpct coal not power_plants costs waste utilities customers production farmers now like another nuclear_power can power	L4-15:says power florida say coal_fired_power_plants one plant project coal not power_plants still utilities because customers now like such another nuclear_power quantpct power_plant proposed coal_plants costs many only plants build el	L5-30:says florida say one not still because now like such another many only way much most even how biomass might ground gets wood no strong tampa makes idea smith start under could biggest while given advocates wants others without onc	L6-59:(says florida say one not still because now like such another many only way much most even how biomass might ground gets wood no strong tampa makes idea smith start under could biggest while given advocates wants others without onc)	L7-117:(says florida say one not still because now like such another many only way much most even how biomass might ground gets wood no strong tampa makes idea smith start under could biggest while given advocates wants others without onc)	47.040459
L1-2:said climate_change state environmental_protection_agency new u_s united_states says states such energy would california while obama water economy washington global_warming because quantpct city plan project including use presiden	L2-4:said says water city project use county plant power group quantpct one dollquant_million program now economy green company dollquant_billion jobs home plants well san_francisco not say renewable_energy development local solar_pane	L3-8:says plant plants power florida company project still say because coal_fired_power_plants food one use such quantpct coal not power_plants costs waste utilities customers production farmers now like another nuclear_power can power	L4-16:plant food plants use company waste production farmers process used produce page agriculture can farm facility crops 2007 performance_track well fuel corn according idea landfill make meat such alabama farms methane test because e	L5-31:plant company use waste plants process used production facility 2007 performance_track fuel produce according landfill because ethanol garbage quantpct last_year still corn test including costs last_week operations methane compani	L6-61:(plant company use waste plants process used production facility 2007 performance_track fuel produce according landfill because ethanol garbage quantpct last_year still corn test including costs last_week operations methane compani)	L7-121:(plant company use waste plants process used production facility 2007 performance_track fuel produce according landfill because ethanol garbage quantpct last_year still corn test including costs last_week operations methane compani)	50.677247
L1-2:said climate_change state environmental_protection_agency new u_s united_states says states such energy would california while obama water economy washington global_warming because quantpct city plan project including use presiden	L2-4:said says water city project use county plant power group quantpct one dollquant_million program now economy green company dollquant_billion jobs home plants well san_francisco not say renewable_energy development local solar_pane	L3-8:says plant plants power florida company project still say because coal_fired_power_plants food one use such quantpct coal not power_plants costs waste utilities customers production farmers now like another nuclear_power can power	L4-16:plant food plants use company waste production farmers process used produce page agriculture can farm facility crops 2007 performance_track well fuel corn according idea landfill make meat such alabama farms methane test because e	L5-32:food farmers page agriculture farm crops well idea meat such alabama farms plants can soil garden livestock animals grow production eat eating calls made vilsack cow_tax themselves issue kansas instead use farmers_ranchers farming	L6-63:(food farmers page agriculture farm crops well idea meat such alabama farms plants can soil garden livestock animals grow production eat eating calls made vilsack cow_tax themselves issue kansas instead use farmers_ranchers farming)	L7-125:(food farmers page agriculture farm crops well idea meat such alabama farms plants can soil garden livestock animals grow production eat eating calls made vilsack cow_tax themselves issue kansas instead use farmers_ranchers farming)	39.908618
