Level1	Level2	Level3	Level4	Level5	Level6	2013
L1-2:adaptation evolution selection phenotypic_plasticity life_history sexual_selection reproductive_isolation local_adaptation experimental_evolution genetic_variation climate_change genomics mate_choice fitness genetic hybridization 	L2-3:adaptation evolution local_adaptation experimental_evolution climate_change genomics genetic_variation variation divergence coevolution genome patterns ecology adaptive_radiation ecological_speciation genetic non introgression ada	L3-5:evolution experimental_evolution coevolution genome ecology introgression within genome_wide interactions transposable_elements history between host genome_wide_association migration patterns disease genome_evolution host_shifts m	L4-10:evolution genome ecology introgression genome_wide interactions transposable_elements history genome_wide_association migration patterns disease genome_evolution methods phenotypic_plasticity social co genome_assembly size social_	L5-19:genome introgression genome_wide interactions transposable_elements history genome_wide_association migration patterns genome_evolution methods phenotypic_plasticity genome_assembly co genome_wide_association_study genetics genome	L6-38:genome genome_wide interactions transposable_elements genome_wide_association genome_evolution genome_assembly genome_wide_association_study genome_size genome_wide_analysis genome_wide_snp transposable dependent identification ge	25.045165
L1-2:adaptation evolution selection phenotypic_plasticity life_history sexual_selection reproductive_isolation local_adaptation experimental_evolution genetic_variation climate_change genomics mate_choice fitness genetic hybridization 	L2-3:adaptation evolution local_adaptation experimental_evolution climate_change genomics genetic_variation variation divergence coevolution genome patterns ecology adaptive_radiation ecological_speciation genetic non introgression ada	L3-5:evolution experimental_evolution coevolution genome ecology introgression within genome_wide interactions transposable_elements history between host genome_wide_association migration patterns disease genome_evolution host_shifts m	L4-10:evolution genome ecology introgression genome_wide interactions transposable_elements history genome_wide_association migration patterns disease genome_evolution methods phenotypic_plasticity social co genome_assembly size social_	L5-20:evolution ecology disease social size social_insects effects social_cooperation mechanisms social_evolution social_structure phylogenetic_comparative_methods simulation co common interaction phylogenetic phylogenetic_inference phy	L6-39:(evolution ecology disease social size social_insects effects social_cooperation mechanisms social_evolution social_structure phylogenetic_comparative_methods simulation co common interaction phylogenetic phylogenetic_inference phy)	22.453962
L1-2:adaptation evolution selection phenotypic_plasticity life_history sexual_selection reproductive_isolation local_adaptation experimental_evolution genetic_variation climate_change genomics mate_choice fitness genetic hybridization 	L2-3:adaptation evolution local_adaptation experimental_evolution climate_change genomics genetic_variation variation divergence coevolution genome patterns ecology adaptive_radiation ecological_speciation genetic non introgression ada	L3-6:adaptation local_adaptation climate_change genomics genetic_variation variation divergence adaptive_radiation ecological_speciation genetic non adaptive development genomic models genetic_drift quantitative_genetics mammals ants g	L4-11:adaptation local_adaptation climate_change genetic_variation variation genetic genetic_drift ants genetic_basis genetic_structure threespine_stickleback under ancestral_state_reconstruction biodiversity extinction high climate cli	L5-21:local_adaptation climate_change variation under ancestral_state_reconstruction biodiversity climate climate_gradient rna_seq daphnia extinction ants pigmentation gene_duplication multilocus_phylogeography color gradients multilocu	L6-41:local_adaptation climate_change ancestral_state_reconstruction climate climate_gradient rna_seq daphnia gene_duplication multilocus_phylogeography gradients multilocus using climate_niche_comparative_methods climate_snp gene_flow 	29.795372
L1-2:adaptation evolution selection phenotypic_plasticity life_history sexual_selection reproductive_isolation local_adaptation experimental_evolution genetic_variation climate_change genomics mate_choice fitness genetic hybridization 	L2-3:adaptation evolution local_adaptation experimental_evolution climate_change genomics genetic_variation variation divergence coevolution genome patterns ecology adaptive_radiation ecological_speciation genetic non introgression ada	L3-6:adaptation local_adaptation climate_change genomics genetic_variation variation divergence adaptive_radiation ecological_speciation genetic non adaptive development genomic models genetic_drift quantitative_genetics mammals ants g	L4-11:adaptation local_adaptation climate_change genetic_variation variation genetic genetic_drift ants genetic_basis genetic_structure threespine_stickleback under ancestral_state_reconstruction biodiversity extinction high climate cli	L5-21:local_adaptation climate_change variation under ancestral_state_reconstruction biodiversity climate climate_gradient rna_seq daphnia extinction ants pigmentation gene_duplication multilocus_phylogeography color gradients multilocu	L6-42:variation under biodiversity extinction ants pigmentation color color_evolution color_patterns color_polymorphism biogeography color_diversification gradient temporal_change temporal_variation temporal temporal_spatial_variation c	19.480019
L1-2:adaptation evolution selection phenotypic_plasticity life_history sexual_selection reproductive_isolation local_adaptation experimental_evolution genetic_variation climate_change genomics mate_choice fitness genetic hybridization 	L2-3:adaptation evolution local_adaptation experimental_evolution climate_change genomics genetic_variation variation divergence coevolution genome patterns ecology adaptive_radiation ecological_speciation genetic non introgression ada	L3-6:adaptation local_adaptation climate_change genomics genetic_variation variation divergence adaptive_radiation ecological_speciation genetic non adaptive development genomic models genetic_drift quantitative_genetics mammals ants g	L4-11:adaptation local_adaptation climate_change genetic_variation variation genetic genetic_drift ants genetic_basis genetic_structure threespine_stickleback under ancestral_state_reconstruction biodiversity extinction high climate cli	L5-22:adaptation genetic_variation genetic genetic_drift genetic_basis genetic_structure threespine_stickleback high genetic_architecture landscape_genetics genetic_diversity learning ants genetic_differentiation mice genetic_adaptation	L6-43:adaptation threespine_stickleback mice field phylogeographic generation_ecological_evolutionary evolutionary_inference test drift across adaptive adaptive_animal adaptive_divergence adaptive_diversification adaptive_dynamics adapt	20.866308
L1-2:adaptation evolution selection phenotypic_plasticity life_history sexual_selection reproductive_isolation local_adaptation experimental_evolution genetic_variation climate_change genomics mate_choice fitness genetic hybridization 	L2-3:adaptation evolution local_adaptation experimental_evolution climate_change genomics genetic_variation variation divergence coevolution genome patterns ecology adaptive_radiation ecological_speciation genetic non introgression ada	L3-6:adaptation local_adaptation climate_change genomics genetic_variation variation divergence adaptive_radiation ecological_speciation genetic non adaptive development genomic models genetic_drift quantitative_genetics mammals ants g	L4-11:adaptation local_adaptation climate_change genetic_variation variation genetic genetic_drift ants genetic_basis genetic_structure threespine_stickleback under ancestral_state_reconstruction biodiversity extinction high climate cli	L5-22:adaptation genetic_variation genetic genetic_drift genetic_basis genetic_structure threespine_stickleback high genetic_architecture landscape_genetics genetic_diversity learning ants genetic_differentiation mice genetic_adaptation	L6-44:genetic_variation genetic genetic_drift genetic_basis genetic_structure high genetic_architecture landscape_genetics genetic_diversity learning ants genetic_differentiation genetic_adaptation genetic_incompatibility learning_under	28.305409
L1-2:adaptation evolution selection phenotypic_plasticity life_history sexual_selection reproductive_isolation local_adaptation experimental_evolution genetic_variation climate_change genomics mate_choice fitness genetic hybridization 	L2-3:adaptation evolution local_adaptation experimental_evolution climate_change genomics genetic_variation variation divergence coevolution genome patterns ecology adaptive_radiation ecological_speciation genetic non introgression ada	L3-6:adaptation local_adaptation climate_change genomics genetic_variation variation divergence adaptive_radiation ecological_speciation genetic non adaptive development genomic models genetic_drift quantitative_genetics mammals ants g	L4-12:genomics divergence adaptive_radiation ecological_speciation non adaptive development genomic models quantitative_genetics mammals quantitative_trait_loci time_estimation fossil ecological_genetics evidence parallel_evolution patt	L5-23:genomics adaptive_radiation non adaptive development genomic quantitative_genetics quantitative_trait_loci parallel_evolution adaptive_divergence insights genomic_divergence quantitative_traits adaptive_landscape genomic_signature	L6-45:genomics non development quantitative_genetics quantitative_trait_loci parallel_evolution quantitative_traits isolation isolation_distance isolation_environment quantitative_variation versus parallel isolation_rapid_adaptive_diver	26.191605
L1-2:adaptation evolution selection phenotypic_plasticity life_history sexual_selection reproductive_isolation local_adaptation experimental_evolution genetic_variation climate_change genomics mate_choice fitness genetic hybridization 	L2-3:adaptation evolution local_adaptation experimental_evolution climate_change genomics genetic_variation variation divergence coevolution genome patterns ecology adaptive_radiation ecological_speciation genetic non introgression ada	L3-6:adaptation local_adaptation climate_change genomics genetic_variation variation divergence adaptive_radiation ecological_speciation genetic non adaptive development genomic models genetic_drift quantitative_genetics mammals ants g	L4-12:genomics divergence adaptive_radiation ecological_speciation non adaptive development genomic models quantitative_genetics mammals quantitative_trait_loci time_estimation fossil ecological_genetics evidence parallel_evolution patt	L5-23:genomics adaptive_radiation non adaptive development genomic quantitative_genetics quantitative_trait_loci parallel_evolution adaptive_divergence insights genomic_divergence quantitative_traits adaptive_landscape genomic_signature	L6-46:adaptive_radiation adaptive genomic adaptive_divergence insights genomic_divergence adaptive_landscape genomic_signatures spatial adaptive_evolution genomic_architecture adaptive_landscape_ecological_speciation adaptive_landscape_	24.722455
L1-2:adaptation evolution selection phenotypic_plasticity life_history sexual_selection reproductive_isolation local_adaptation experimental_evolution genetic_variation climate_change genomics mate_choice fitness genetic hybridization 	L2-3:adaptation evolution local_adaptation experimental_evolution climate_change genomics genetic_variation variation divergence coevolution genome patterns ecology adaptive_radiation ecological_speciation genetic non introgression ada	L3-6:adaptation local_adaptation climate_change genomics genetic_variation variation divergence adaptive_radiation ecological_speciation genetic non adaptive development genomic models genetic_drift quantitative_genetics mammals ants g	L4-12:genomics divergence adaptive_radiation ecological_speciation non adaptive development genomic models quantitative_genetics mammals quantitative_trait_loci time_estimation fossil ecological_genetics evidence parallel_evolution patt	L5-24:divergence ecological_speciation models mammals time_estimation fossil ecological_genetics evidence patterns time ecological ecological_niche_model ecological_niche_modeling diversity ecological_genomics habitat drive environmenta	L6-47:ecological_speciation models mammals ecological_genetics patterns ecological ecological_niche_model ecological_niche_modeling diversity ecological_genomics selective ecological_niche ecological_traits ecological_divergence ecologi	27.040405
L1-2:adaptation evolution selection phenotypic_plasticity life_history sexual_selection reproductive_isolation local_adaptation experimental_evolution genetic_variation climate_change genomics mate_choice fitness genetic hybridization 	L2-3:adaptation evolution local_adaptation experimental_evolution climate_change genomics genetic_variation variation divergence coevolution genome patterns ecology adaptive_radiation ecological_speciation genetic non introgression ada	L3-6:adaptation local_adaptation climate_change genomics genetic_variation variation divergence adaptive_radiation ecological_speciation genetic non adaptive development genomic models genetic_drift quantitative_genetics mammals ants g	L4-12:genomics divergence adaptive_radiation ecological_speciation non adaptive development genomic models quantitative_genetics mammals quantitative_trait_loci time_estimation fossil ecological_genetics evidence parallel_evolution patt	L5-24:divergence ecological_speciation models mammals time_estimation fossil ecological_genetics evidence patterns time ecological ecological_niche_model ecological_niche_modeling diversity ecological_genomics habitat drive environmenta	L6-48:divergence fossil evidence time time_estimation habitat drive environmental growth long environmental_change metabolic_networks habitat_isolation habitat_use habitat_isolation_field habitat_natural_selection environmental_gradient	20.353356
L1-2:adaptation evolution selection phenotypic_plasticity life_history sexual_selection reproductive_isolation local_adaptation experimental_evolution genetic_variation climate_change genomics mate_choice fitness genetic hybridization 	L2-4:selection life_history sexual_selection reproductive_isolation phenotypic_plasticity mate_choice fitness hybridization drosophila_melanogaster arabidopsis_thaliana drosophila effects morphology hybrid sexual_dimorphism populations	L3-7:selection life_history phenotypic_plasticity drosophila_melanogaster drosophila effects morphology birds response convergent_evolution invasive_species competition evolution life expression life_history_strategy maternal_effects p	L4-13:life_history drosophila_melanogaster drosophila competition life expression life_history_strategy plasticity rapid tolerance beetle rapid_adaptation behavioral_isolation resistance trade_offs drosophila_adaptation life_history_tra	L5-25:competition plasticity tolerance beetle expression trade_offs red phenotype thermal hypothesis thermal_adaptation thermal_physiology effect morphology phenotype_niche thermal_stress trade endemic female inference phenotype_competi	L6-49:(competition plasticity tolerance beetle expression trade_offs red phenotype thermal hypothesis thermal_adaptation thermal_physiology effect morphology phenotype_niche thermal_stress trade endemic female inference phenotype_competi)	21.240116
L1-2:adaptation evolution selection phenotypic_plasticity life_history sexual_selection reproductive_isolation local_adaptation experimental_evolution genetic_variation climate_change genomics mate_choice fitness genetic hybridization 	L2-4:selection life_history sexual_selection reproductive_isolation phenotypic_plasticity mate_choice fitness hybridization drosophila_melanogaster arabidopsis_thaliana drosophila effects morphology hybrid sexual_dimorphism populations	L3-7:selection life_history phenotypic_plasticity drosophila_melanogaster drosophila effects morphology birds response convergent_evolution invasive_species competition evolution life expression life_history_strategy maternal_effects p	L4-13:life_history drosophila_melanogaster drosophila competition life expression life_history_strategy plasticity rapid tolerance beetle rapid_adaptation behavioral_isolation resistance trade_offs drosophila_adaptation life_history_tra	L5-26:life_history drosophila_melanogaster drosophila life life_history_strategy rapid rapid_adaptation behavioral_isolation resistance drosophila_adaptation life_history_traits stress predation rapid_diversification seasonal analysis u	L6-51:life_history life life_history_strategy rapid rapid_adaptation life_history_traits predation rapid_diversification undergraduate_life_science_education undergraduate_teaching polymorphism life_history_ancestral_state_reconstructio	28.394399
L1-2:adaptation evolution selection phenotypic_plasticity life_history sexual_selection reproductive_isolation local_adaptation experimental_evolution genetic_variation climate_change genomics mate_choice fitness genetic hybridization 	L2-4:selection life_history sexual_selection reproductive_isolation phenotypic_plasticity mate_choice fitness hybridization drosophila_melanogaster arabidopsis_thaliana drosophila effects morphology hybrid sexual_dimorphism populations	L3-7:selection life_history phenotypic_plasticity drosophila_melanogaster drosophila effects morphology birds response convergent_evolution invasive_species competition evolution life expression life_history_strategy maternal_effects p	L4-13:life_history drosophila_melanogaster drosophila competition life expression life_history_strategy plasticity rapid tolerance beetle rapid_adaptation behavioral_isolation resistance trade_offs drosophila_adaptation life_history_tra	L5-26:life_history drosophila_melanogaster drosophila life life_history_strategy rapid rapid_adaptation behavioral_isolation resistance drosophila_adaptation life_history_traits stress predation rapid_diversification seasonal analysis u	L6-52:drosophila_melanogaster drosophila behavioral_isolation resistance drosophila_adaptation stress seasonal analysis evolution behavioral_isolation_between chromosome_number_evolution drosophila_mate_choice history behavioral_ecology	24.407533
L1-2:adaptation evolution selection phenotypic_plasticity life_history sexual_selection reproductive_isolation local_adaptation experimental_evolution genetic_variation climate_change genomics mate_choice fitness genetic hybridization 	L2-4:selection life_history sexual_selection reproductive_isolation phenotypic_plasticity mate_choice fitness hybridization drosophila_melanogaster arabidopsis_thaliana drosophila effects morphology hybrid sexual_dimorphism populations	L3-7:selection life_history phenotypic_plasticity drosophila_melanogaster drosophila effects morphology birds response convergent_evolution invasive_species competition evolution life expression life_history_strategy maternal_effects p	L4-14:selection phenotypic_plasticity effects birds response convergent_evolution invasive_species morphology maternal_effects evolution phenotypic phenotypic_divergence major multiple phenotypic_variation genomics hypothesis specializa	L5-27:selection invasive_species multiple genomics breeding genetics invasive polymorphism invasive_plants breeding_system invasive_mechanisms invasive_plant metabolic_rate selective change genes macroevolution metabolic mutualism signa	L6-53:(selection invasive_species multiple genomics breeding genetics invasive polymorphism invasive_plants breeding_system invasive_mechanisms invasive_plant metabolic_rate selective change genes macroevolution metabolic mutualism signa)	24.370762
L1-2:adaptation evolution selection phenotypic_plasticity life_history sexual_selection reproductive_isolation local_adaptation experimental_evolution genetic_variation climate_change genomics mate_choice fitness genetic hybridization 	L2-4:selection life_history sexual_selection reproductive_isolation phenotypic_plasticity mate_choice fitness hybridization drosophila_melanogaster arabidopsis_thaliana drosophila effects morphology hybrid sexual_dimorphism populations	L3-7:selection life_history phenotypic_plasticity drosophila_melanogaster drosophila effects morphology birds response convergent_evolution invasive_species competition evolution life expression life_history_strategy maternal_effects p	L4-14:selection phenotypic_plasticity effects birds response convergent_evolution invasive_species morphology maternal_effects evolution phenotypic phenotypic_divergence major multiple phenotypic_variation genomics hypothesis specializa	L5-28:phenotypic_plasticity effects birds response convergent_evolution morphology maternal_effects evolution phenotypic phenotypic_divergence major phenotypic_variation hypothesis specialization test maternal reproductive_isolation tem	L6-55:phenotypic_plasticity birds phenotypic phenotypic_divergence major phenotypic_variation hypothesis test temperature animal_diversity distribution phenotypic_diversification phenotypic_genetic_trade_offs species loci animal_behavio	23.170069
L1-2:adaptation evolution selection phenotypic_plasticity life_history sexual_selection reproductive_isolation local_adaptation experimental_evolution genetic_variation climate_change genomics mate_choice fitness genetic hybridization 	L2-4:selection life_history sexual_selection reproductive_isolation phenotypic_plasticity mate_choice fitness hybridization drosophila_melanogaster arabidopsis_thaliana drosophila effects morphology hybrid sexual_dimorphism populations	L3-7:selection life_history phenotypic_plasticity drosophila_melanogaster drosophila effects morphology birds response convergent_evolution invasive_species competition evolution life expression life_history_strategy maternal_effects p	L4-14:selection phenotypic_plasticity effects birds response convergent_evolution invasive_species morphology maternal_effects evolution phenotypic phenotypic_divergence major multiple phenotypic_variation genomics hypothesis specializa	L5-28:phenotypic_plasticity effects birds response convergent_evolution morphology maternal_effects evolution phenotypic phenotypic_divergence major phenotypic_variation hypothesis specialization test maternal reproductive_isolation tem	L6-56:effects response convergent_evolution morphology maternal_effects evolution specialization maternal reproductive_isolation reproductive_isolation_between_two two convergent inbreeding body_size individual individual_based maternal	23.446909
L1-2:adaptation evolution selection phenotypic_plasticity life_history sexual_selection reproductive_isolation local_adaptation experimental_evolution genetic_variation climate_change genomics mate_choice fitness genetic hybridization 	L2-4:selection life_history sexual_selection reproductive_isolation phenotypic_plasticity mate_choice fitness hybridization drosophila_melanogaster arabidopsis_thaliana drosophila effects morphology hybrid sexual_dimorphism populations	L3-8:sexual_selection reproductive_isolation mate_choice fitness hybridization arabidopsis_thaliana hybrid sexual_dimorphism populations mating_system sex genetic_variation reproductive sex_determination reproductive_isolation_speciati	L4-15:reproductive_isolation fitness hybridization arabidopsis_thaliana hybrid reproductive reproductive_isolation_speciation hybrid_zone epistasis mitochondrial balancing_selection qtl_mapping environment inbreeding mitochondrial_dna n	L5-29:reproductive_isolation hybridization arabidopsis_thaliana hybrid reproductive reproductive_isolation_speciation hybrid_zone mitochondrial qtl_mapping environment inbreeding mitochondrial_dna neotropical seed arabidopsis genetics r	L6-57:reproductive_isolation arabidopsis_thaliana reproductive reproductive_isolation_speciation qtl_mapping neotropical seed arabidopsis reproductive_allocation reproductive_isolation_between_two freshwater reproductive_isolation_hybri	27.564004
L1-2:adaptation evolution selection phenotypic_plasticity life_history sexual_selection reproductive_isolation local_adaptation experimental_evolution genetic_variation climate_change genomics mate_choice fitness genetic hybridization 	L2-4:selection life_history sexual_selection reproductive_isolation phenotypic_plasticity mate_choice fitness hybridization drosophila_melanogaster arabidopsis_thaliana drosophila effects morphology hybrid sexual_dimorphism populations	L3-8:sexual_selection reproductive_isolation mate_choice fitness hybridization arabidopsis_thaliana hybrid sexual_dimorphism populations mating_system sex genetic_variation reproductive sex_determination reproductive_isolation_speciati	L4-15:reproductive_isolation fitness hybridization arabidopsis_thaliana hybrid reproductive reproductive_isolation_speciation hybrid_zone epistasis mitochondrial balancing_selection qtl_mapping environment inbreeding mitochondrial_dna n	L5-29:reproductive_isolation hybridization arabidopsis_thaliana hybrid reproductive reproductive_isolation_speciation hybrid_zone mitochondrial qtl_mapping environment inbreeding mitochondrial_dna neotropical seed arabidopsis genetics r	L6-58:hybridization hybrid hybrid_zone mitochondrial environment inbreeding mitochondrial_dna genetics hybrid_zone_hybridization mitochondrial_nuclear_incompatibility method hybrid_fitness hybrid_zone_hybrid_zone incompatibility island_	22.780065
L1-2:adaptation evolution selection phenotypic_plasticity life_history sexual_selection reproductive_isolation local_adaptation experimental_evolution genetic_variation climate_change genomics mate_choice fitness genetic hybridization 	L2-4:selection life_history sexual_selection reproductive_isolation phenotypic_plasticity mate_choice fitness hybridization drosophila_melanogaster arabidopsis_thaliana drosophila effects morphology hybrid sexual_dimorphism populations	L3-8:sexual_selection reproductive_isolation mate_choice fitness hybridization arabidopsis_thaliana hybrid sexual_dimorphism populations mating_system sex genetic_variation reproductive sex_determination reproductive_isolation_speciati	L4-15:reproductive_isolation fitness hybridization arabidopsis_thaliana hybrid reproductive reproductive_isolation_speciation hybrid_zone epistasis mitochondrial balancing_selection qtl_mapping environment inbreeding mitochondrial_dna n	L5-30:fitness epistasis balancing_selection bacteriophage between polyploidy mutations field bacteriophage_novelty_host_parasite_predator family between_populations offspring_conflict modeling bacteriophage_novelty bacteriophage_virus b	L6-59:(fitness epistasis balancing_selection bacteriophage between polyploidy mutations field bacteriophage_novelty_host_parasite_predator family between_populations offspring_conflict modeling bacteriophage_novelty bacteriophage_virus b)	19.090121
L1-2:adaptation evolution selection phenotypic_plasticity life_history sexual_selection reproductive_isolation local_adaptation experimental_evolution genetic_variation climate_change genomics mate_choice fitness genetic hybridization 	L2-4:selection life_history sexual_selection reproductive_isolation phenotypic_plasticity mate_choice fitness hybridization drosophila_melanogaster arabidopsis_thaliana drosophila effects morphology hybrid sexual_dimorphism populations	L3-8:sexual_selection reproductive_isolation mate_choice fitness hybridization arabidopsis_thaliana hybrid sexual_dimorphism populations mating_system sex genetic_variation reproductive sex_determination reproductive_isolation_speciati	L4-16:sexual_selection mate_choice sexual_dimorphism populations mating_system sex genetic_variation sex_determination mating mating_behavior sex_ratio sexual_conflict genetic mimicry male male_male_competition sexual female_preference 	L5-31:sexual_selection mate_choice sexual_dimorphism mating_system mating mating_behavior sexual_conflict male male_male_competition sexual female_preference frequency_dependent_selection female assortative_mating can mate sperm_competi	L6-61:sexual_selection sexual_dimorphism sexual_conflict male sexual frequency_dependent_selection sperm_competition frequency human male_male_competition sperm frequency_dependent male_fitness next_generation_sequencing sexual_competit	28.516593
L1-2:adaptation evolution selection phenotypic_plasticity life_history sexual_selection reproductive_isolation local_adaptation experimental_evolution genetic_variation climate_change genomics mate_choice fitness genetic hybridization 	L2-4:selection life_history sexual_selection reproductive_isolation phenotypic_plasticity mate_choice fitness hybridization drosophila_melanogaster arabidopsis_thaliana drosophila effects morphology hybrid sexual_dimorphism populations	L3-8:sexual_selection reproductive_isolation mate_choice fitness hybridization arabidopsis_thaliana hybrid sexual_dimorphism populations mating_system sex genetic_variation reproductive sex_determination reproductive_isolation_speciati	L4-16:sexual_selection mate_choice sexual_dimorphism populations mating_system sex genetic_variation sex_determination mating mating_behavior sex_ratio sexual_conflict genetic mimicry male male_male_competition sexual female_preference 	L5-31:sexual_selection mate_choice sexual_dimorphism mating_system mating mating_behavior sexual_conflict male male_male_competition sexual female_preference frequency_dependent_selection female assortative_mating can mate sperm_competi	L6-62:mate_choice mating_system mating mating_behavior female_preference female assortative_mating can mate fly island island_biogeography male_male_competition shifts change female_choice mating_preference assortative assortative_matin	25.327748
L1-2:adaptation evolution selection phenotypic_plasticity life_history sexual_selection reproductive_isolation local_adaptation experimental_evolution genetic_variation climate_change genomics mate_choice fitness genetic hybridization 	L2-4:selection life_history sexual_selection reproductive_isolation phenotypic_plasticity mate_choice fitness hybridization drosophila_melanogaster arabidopsis_thaliana drosophila effects morphology hybrid sexual_dimorphism populations	L3-8:sexual_selection reproductive_isolation mate_choice fitness hybridization arabidopsis_thaliana hybrid sexual_dimorphism populations mating_system sex genetic_variation reproductive sex_determination reproductive_isolation_speciati	L4-16:sexual_selection mate_choice sexual_dimorphism populations mating_system sex genetic_variation sex_determination mating mating_behavior sex_ratio sexual_conflict genetic mimicry male male_male_competition sexual female_preference 	L5-32:populations sex genetic_variation sex_determination sex_ratio genetic mimicry during genetic_basis genetic_structure sex_allocation sex_chromosome_evolution sex_specific genetic_architecture genetic_conflict genetic_differentiatio	L6-63:(populations sex genetic_variation sex_determination sex_ratio genetic mimicry during genetic_basis genetic_structure sex_allocation sex_chromosome_evolution sex_specific genetic_architecture genetic_conflict genetic_differentiatio)	25.857434
