topicID	topic	Level1	Words1	Level2	Words2	Level3	Words3	Level4	Words4	Level5	Words5	Level6	Words6
11	natural_selection complex transcriptome species theory genus species_delimitation teaching natural_populations natural_history transcriptome_analysis transcriptome_genotyping_sequencing dependent_bacterial natural_variation species_level extreme_mitochondrial_nuclear freshwater insect_bacteria_symbiosis insect_resource_allocation natural_asexual_populations science_deep_time species_tree_reconstruction freshwater_adaptation hybridization insect likelihood natural_environment science science_education species_complex species_tree species_two threespine_stickleback defense dependent environment natural state across adaptation	1	evolution next_generation_sequencing population_genetics speciation species gene_flow phylogeography natural_selection gene_expression phylogenetics molecular_evolution species_delimitation model phylogeny diversification using ev	2	next_generation_sequencing population_genetics gene_flow species phylogeography natural_selection gene_expression species_delimitation data population_structure using population_genomics across gene diversity dna complex mimulus g	4	gene_flow species natural_selection gene_expression species_delimitation across gene diversity complex gene_duplication marine species_tree heat_stress symbiosis recombination transcriptome theory biology likelihood reproduction g	7	species natural_selection species_delimitation complex species_tree heat_stress symbiosis transcriptome theory likelihood genus aphid species_trees teaching study system isolation_distance microbial_ecology natural_populations spe	14	species natural_selection species_delimitation complex species_tree transcriptome theory likelihood genus species_trees teaching microbial_ecology natural_populations species_interactions analyses predator natural_history species_	27	natural_selection complex transcriptome species theory genus species_delimitation teaching natural_populations natural_history transcriptome_analysis transcriptome_genotyping_sequencing dependent_bacterial natural_variation specie
36	species species_delimitation species_tree likelihood species_trees microbial_ecology species_interactions analyses predator microbial reveals species_complex species_tree_species_delimitation effect species_tree_estimation species_tree_phylogenetics reveals_signatures species_diversification species_level species_mimulus signal across adaptation adaptive adaptive_animal adaptive_divergence adaptive_diversification adaptive_dynamics adaptive_evolution adaptive_genomics adaptive_landscape adaptive_landscape_ecological_speciation adaptive_landscape_population_genomics adaptive_mutations adaptive_radiation adaptive_shifts age american american_black american_freshwater_fishes	1	evolution next_generation_sequencing population_genetics speciation species gene_flow phylogeography natural_selection gene_expression phylogenetics molecular_evolution species_delimitation model phylogeny diversification using ev	2	next_generation_sequencing population_genetics gene_flow species phylogeography natural_selection gene_expression species_delimitation data population_structure using population_genomics across gene diversity dna complex mimulus g	4	gene_flow species natural_selection gene_expression species_delimitation across gene diversity complex gene_duplication marine species_tree heat_stress symbiosis recombination transcriptome theory biology likelihood reproduction g	7	species natural_selection species_delimitation complex species_tree heat_stress symbiosis transcriptome theory likelihood genus aphid species_trees teaching study system isolation_distance microbial_ecology natural_populations spe	14	species natural_selection species_delimitation complex species_tree transcriptome theory likelihood genus species_trees teaching microbial_ecology natural_populations species_interactions analyses predator natural_history species_	28	species species_delimitation species_tree likelihood species_trees microbial_ecology species_interactions analyses predator microbial reveals species_complex species_tree_species_delimitation effect species_tree_estimation species
28	gene_flow gene_expression gene gene_duplication biology gene_tree gene_family gene_regulatory_network gene_transfer gene_trees specific gene_function gene_regulatory_networks balancing_selection duplication gene_daphnia gene_evolution gene_mutations gene_networks gene_rad gene_regulatory novel_function mimulus across adaptation adaptive adaptive_animal adaptive_divergence adaptive_diversification adaptive_dynamics adaptive_evolution adaptive_genomics adaptive_landscape adaptive_landscape_ecological_speciation adaptive_landscape_population_genomics adaptive_mutations adaptive_radiation adaptive_shifts age american	1	evolution next_generation_sequencing population_genetics speciation species gene_flow phylogeography natural_selection gene_expression phylogenetics molecular_evolution species_delimitation model phylogeny diversification using ev	2	next_generation_sequencing population_genetics gene_flow species phylogeography natural_selection gene_expression species_delimitation data population_structure using population_genomics across gene diversity dna complex mimulus g	4	gene_flow species natural_selection gene_expression species_delimitation across gene diversity complex gene_duplication marine species_tree heat_stress symbiosis recombination transcriptome theory biology likelihood reproduction g	8	gene_flow gene_expression across gene diversity gene_duplication marine recombination biology reproduction gene_tree gene_family reef_fishes diversity_dynamics gene_regulatory_network gene_transfer gene_trees lineage marine_fish s	15	gene_flow gene_expression gene gene_duplication biology gene_tree gene_family gene_regulatory_network gene_transfer gene_trees specific gene_function gene_regulatory_networks balancing_selection duplication gene_daphnia gene_evolu	29	(same)
45	across diversity marine recombination reproduction reef_fishes diversity_dynamics lineage marine_fish science_education variation diversity_population_differentiation diversity_polyploidy environments marine_biodiversity reef reef_fish science_biodiversity wide fishes melanogaster mimulus science adaptation adaptive adaptive_animal adaptive_divergence adaptive_diversification adaptive_dynamics adaptive_evolution adaptive_genomics adaptive_landscape adaptive_landscape_ecological_speciation adaptive_landscape_population_genomics adaptive_mutations adaptive_radiation adaptive_shifts age american american_black	1	evolution next_generation_sequencing population_genetics speciation species gene_flow phylogeography natural_selection gene_expression phylogenetics molecular_evolution species_delimitation model phylogeny diversification using ev	2	next_generation_sequencing population_genetics gene_flow species phylogeography natural_selection gene_expression species_delimitation data population_structure using population_genomics across gene diversity dna complex mimulus g	4	gene_flow species natural_selection gene_expression species_delimitation across gene diversity complex gene_duplication marine species_tree heat_stress symbiosis recombination transcriptome theory biology likelihood reproduction g	8	gene_flow gene_expression across gene diversity gene_duplication marine recombination biology reproduction gene_tree gene_family reef_fishes diversity_dynamics gene_regulatory_network gene_transfer gene_trees lineage marine_fish s	16	across diversity marine recombination reproduction reef_fishes diversity_dynamics lineage marine_fish science_education variation diversity_population_differentiation diversity_polyploidy environments marine_biodiversity reef reef	31	(same)
5	coevolution between mutualism network insect origin virus between_two insect_bacteria_symbiosis sea_level structured_populations conflict between_wild coevolution_host_parasite_interaction coevolution_mutualism identification phenotype_mapping structured_population between_parasite_fitness between_sympatric_wild sea between_populations coevolution_host coevolution_theory convergence insect_bacteria insect_bacterial insect_interaction mechanisms sequence data structured across adaptation adaptive adaptive_animal adaptive_divergence adaptive_diversification adaptive_dynamics adaptive_evolution	2	adaptation evolution selection phenotypic_plasticity life_history sexual_selection reproductive_isolation local_adaptation experimental_evolution genetic_variation climate_change genomics mate_choice fitness genetic hybridization 	3	adaptation evolution local_adaptation experimental_evolution climate_change genomics genetic_variation variation divergence coevolution genome patterns ecology adaptive_radiation ecological_speciation genetic non introgression ada	5	evolution experimental_evolution coevolution genome ecology introgression within genome_wide interactions transposable_elements history between host genome_wide_association migration patterns disease genome_evolution host_shifts m	9	evolution experimental_evolution coevolution within between host host_shifts mutualism network insect host_pathogen_interactions parasite among gut host_parasite natural_selection origin character coli host_parasite_interaction vi	17	coevolution within between host host_shifts mutualism network insect host_pathogen_interactions parasite among gut host_parasite origin host_parasite_interaction virus exploring host_use between_two insect_bacteria_symbiosis insec	33	coevolution between mutualism network insect origin virus between_two insect_bacteria_symbiosis sea_level structured_populations conflict between_wild coevolution_host_parasite_interaction coevolution_mutualism identification phen
17	within host host_shifts host_pathogen_interactions parasite among gut host_parasite host_parasite_interaction exploring host_use insects pathogen gut_symbiont host_community_novel_host level trade_offs host_parasite_predator host_parasite_red host_pathogen_interaction heat_stress host_colonization host_competition host_growth host_pathogen host_resource parasite_ecology parasite_fitness pathogen_interactions pathogen_symbiont seq habitat heat how resource across adaptation adaptive adaptive_animal adaptive_divergence	2	adaptation evolution selection phenotypic_plasticity life_history sexual_selection reproductive_isolation local_adaptation experimental_evolution genetic_variation climate_change genomics mate_choice fitness genetic hybridization 	3	adaptation evolution local_adaptation experimental_evolution climate_change genomics genetic_variation variation divergence coevolution genome patterns ecology adaptive_radiation ecological_speciation genetic non introgression ada	5	evolution experimental_evolution coevolution genome ecology introgression within genome_wide interactions transposable_elements history between host genome_wide_association migration patterns disease genome_evolution host_shifts m	9	evolution experimental_evolution coevolution within between host host_shifts mutualism network insect host_pathogen_interactions parasite among gut host_parasite natural_selection origin character coli host_parasite_interaction vi	17	coevolution within between host host_shifts mutualism network insect host_pathogen_interactions parasite among gut host_parasite origin host_parasite_interaction virus exploring host_use between_two insect_bacteria_symbiosis insec	34	within host host_shifts host_pathogen_interactions parasite among gut host_parasite host_parasite_interaction exploring host_use insects pathogen gut_symbiont host_community_novel_host level trade_offs host_parasite_predator host_
15	evolution experimental_evolution natural_selection character coli novel experimental_test colonization common experimental bacteria novel_nuclear protein specialization bacteria_co experimental_coevolution experimental_fly natural_history natural_temperature novel_environments novel_function individual predation across adaptation adaptive adaptive_animal adaptive_divergence adaptive_diversification adaptive_dynamics adaptive_evolution adaptive_genomics adaptive_landscape adaptive_landscape_ecological_speciation adaptive_landscape_population_genomics adaptive_mutations adaptive_radiation adaptive_shifts age american	2	adaptation evolution selection phenotypic_plasticity life_history sexual_selection reproductive_isolation local_adaptation experimental_evolution genetic_variation climate_change genomics mate_choice fitness genetic hybridization 	3	adaptation evolution local_adaptation experimental_evolution climate_change genomics genetic_variation variation divergence coevolution genome patterns ecology adaptive_radiation ecological_speciation genetic non introgression ada	5	evolution experimental_evolution coevolution genome ecology introgression within genome_wide interactions transposable_elements history between host genome_wide_association migration patterns disease genome_evolution host_shifts m	9	evolution experimental_evolution coevolution within between host host_shifts mutualism network insect host_pathogen_interactions parasite among gut host_parasite natural_selection origin character coli host_parasite_interaction vi	18	evolution experimental_evolution natural_selection character coli novel experimental_test colonization common experimental bacteria novel_nuclear protein specialization bacteria_co experimental_coevolution experimental_fly natural	35	(same)
40	introgression history migration patterns methods phenotypic_plasticity co genetics landscape_genetics resource_allocation differentiation phenotypic resource landscape landscape_adaptive_landscape_coevolution landscape_genomics pathogen networks structure human incompatibility long pathogen_evolution resource_teaching origin across adaptation adaptive adaptive_animal adaptive_divergence adaptive_diversification adaptive_dynamics adaptive_evolution adaptive_genomics adaptive_landscape adaptive_landscape_ecological_speciation adaptive_landscape_population_genomics adaptive_mutations adaptive_radiation adaptive_shifts	2	adaptation evolution selection phenotypic_plasticity life_history sexual_selection reproductive_isolation local_adaptation experimental_evolution genetic_variation climate_change genomics mate_choice fitness genetic hybridization 	3	adaptation evolution local_adaptation experimental_evolution climate_change genomics genetic_variation variation divergence coevolution genome patterns ecology adaptive_radiation ecological_speciation genetic non introgression ada	5	evolution experimental_evolution coevolution genome ecology introgression within genome_wide interactions transposable_elements history between host genome_wide_association migration patterns disease genome_evolution host_shifts m	10	evolution genome ecology introgression genome_wide interactions transposable_elements history genome_wide_association migration patterns disease genome_evolution methods phenotypic_plasticity social co genome_assembly size social_	19	genome introgression genome_wide interactions transposable_elements history genome_wide_association migration patterns genome_evolution methods phenotypic_plasticity genome_assembly co genome_wide_association_study genetics genome	37	introgression history migration patterns methods phenotypic_plasticity co genetics landscape_genetics resource_allocation differentiation phenotypic resource landscape landscape_adaptive_landscape_coevolution landscape_genomics pa
48	genome genome_wide interactions transposable_elements genome_wide_association genome_evolution genome_assembly genome_wide_association_study genome_size genome_wide_analysis genome_wide_snp transposable dependent identification genome_architecture genome_wide_association_mapping simulation transposable_elements_genome_evolution common genome_evolutionary_dynamics genome_wide_method genome_wide_rad divergent_selection genome_host genome_scale genome_snp structure zone zone_hybridization divergent fitness fruit mating within across adaptation adaptive adaptive_animal adaptive_divergence adaptive_diversification	2	adaptation evolution selection phenotypic_plasticity life_history sexual_selection reproductive_isolation local_adaptation experimental_evolution genetic_variation climate_change genomics mate_choice fitness genetic hybridization 	3	adaptation evolution local_adaptation experimental_evolution climate_change genomics genetic_variation variation divergence coevolution genome patterns ecology adaptive_radiation ecological_speciation genetic non introgression ada	5	evolution experimental_evolution coevolution genome ecology introgression within genome_wide interactions transposable_elements history between host genome_wide_association migration patterns disease genome_evolution host_shifts m	10	evolution genome ecology introgression genome_wide interactions transposable_elements history genome_wide_association migration patterns disease genome_evolution methods phenotypic_plasticity social co genome_assembly size social_	19	genome introgression genome_wide interactions transposable_elements history genome_wide_association migration patterns genome_evolution methods phenotypic_plasticity genome_assembly co genome_wide_association_study genetics genome	38	genome genome_wide interactions transposable_elements genome_wide_association genome_evolution genome_assembly genome_wide_association_study genome_size genome_wide_analysis genome_wide_snp transposable dependent identification ge
43	evolution ecology disease social size social_insects effects social_cooperation mechanisms social_evolution social_structure phylogenetic_comparative_methods simulation co common interaction phylogenetic phylogenetic_inference phylogenetic_signal phylogenetic_tree phylogenetic_trees signatures social_behavior seq across adaptation adaptive adaptive_animal adaptive_divergence adaptive_diversification adaptive_dynamics adaptive_evolution adaptive_genomics adaptive_landscape adaptive_landscape_ecological_speciation adaptive_landscape_population_genomics adaptive_mutations adaptive_radiation adaptive_shifts age	2	adaptation evolution selection phenotypic_plasticity life_history sexual_selection reproductive_isolation local_adaptation experimental_evolution genetic_variation climate_change genomics mate_choice fitness genetic hybridization 	3	adaptation evolution local_adaptation experimental_evolution climate_change genomics genetic_variation variation divergence coevolution genome patterns ecology adaptive_radiation ecological_speciation genetic non introgression ada	5	evolution experimental_evolution coevolution genome ecology introgression within genome_wide interactions transposable_elements history between host genome_wide_association migration patterns disease genome_evolution host_shifts m	10	evolution genome ecology introgression genome_wide interactions transposable_elements history genome_wide_association migration patterns disease genome_evolution methods phenotypic_plasticity social co genome_assembly size social_	20	evolution ecology disease social size social_insects effects social_cooperation mechanisms social_evolution social_structure phylogenetic_comparative_methods simulation co common interaction phylogenetic phylogenetic_inference phy	39	(same)
19	local_adaptation climate_change ancestral_state_reconstruction climate climate_gradient rna_seq daphnia gene_duplication multilocus_phylogeography gradients multilocus using climate_niche_comparative_methods climate_snp gene_flow individual_based individual_specialization rna_sequencing ancestral local_mate_competition local_social_structure multilocus_molecular_phylogeny rna_sequencing_transcriptome climate_diversification climate_gradients climate_hypothesis climate_niche gene_expression gene_trees genome_evolution marine_fish rna_cooperation rna_rna color insect local marine rna undergraduate across	2	adaptation evolution selection phenotypic_plasticity life_history sexual_selection reproductive_isolation local_adaptation experimental_evolution genetic_variation climate_change genomics mate_choice fitness genetic hybridization 	3	adaptation evolution local_adaptation experimental_evolution climate_change genomics genetic_variation variation divergence coevolution genome patterns ecology adaptive_radiation ecological_speciation genetic non introgression ada	6	adaptation local_adaptation climate_change genomics genetic_variation variation divergence adaptive_radiation ecological_speciation genetic non adaptive development genomic models genetic_drift quantitative_genetics mammals ants g	11	adaptation local_adaptation climate_change genetic_variation variation genetic genetic_drift ants genetic_basis genetic_structure threespine_stickleback under ancestral_state_reconstruction biodiversity extinction high climate cli	21	local_adaptation climate_change variation under ancestral_state_reconstruction biodiversity climate climate_gradient rna_seq daphnia extinction ants pigmentation gene_duplication multilocus_phylogeography color gradients multilocu	41	local_adaptation climate_change ancestral_state_reconstruction climate climate_gradient rna_seq daphnia gene_duplication multilocus_phylogeography gradients multilocus using climate_niche_comparative_methods climate_snp gene_flow 
41	variation under biodiversity extinction ants pigmentation color color_evolution color_patterns color_polymorphism biogeography color_diversification gradient temporal_change temporal_variation temporal temporal_spatial_variation color_seasonal convergence_morphology genus temporal_spatial assessment convergence how migration predator across adaptation adaptive adaptive_animal adaptive_divergence adaptive_diversification adaptive_dynamics adaptive_evolution adaptive_genomics adaptive_landscape adaptive_landscape_ecological_speciation adaptive_landscape_population_genomics adaptive_mutations adaptive_radiation	2	adaptation evolution selection phenotypic_plasticity life_history sexual_selection reproductive_isolation local_adaptation experimental_evolution genetic_variation climate_change genomics mate_choice fitness genetic hybridization 	3	adaptation evolution local_adaptation experimental_evolution climate_change genomics genetic_variation variation divergence coevolution genome patterns ecology adaptive_radiation ecological_speciation genetic non introgression ada	6	adaptation local_adaptation climate_change genomics genetic_variation variation divergence adaptive_radiation ecological_speciation genetic non adaptive development genomic models genetic_drift quantitative_genetics mammals ants g	11	adaptation local_adaptation climate_change genetic_variation variation genetic genetic_drift ants genetic_basis genetic_structure threespine_stickleback under ancestral_state_reconstruction biodiversity extinction high climate cli	21	local_adaptation climate_change variation under ancestral_state_reconstruction biodiversity climate climate_gradient rna_seq daphnia extinction ants pigmentation gene_duplication multilocus_phylogeography color gradients multilocu	42	variation under biodiversity extinction ants pigmentation color color_evolution color_patterns color_polymorphism biogeography color_diversification gradient temporal_change temporal_variation temporal temporal_spatial_variation c
14	adaptation threespine_stickleback mice field phylogeographic generation_ecological_evolutionary evolutionary_inference test drift across adaptive adaptive_animal adaptive_divergence adaptive_diversification adaptive_dynamics adaptive_evolution adaptive_genomics adaptive_landscape adaptive_landscape_ecological_speciation adaptive_landscape_population_genomics adaptive_mutations adaptive_radiation adaptive_shifts age american american_black american_freshwater_fishes american_fruit among analyses analysis ancestral ancestral_state_reconstruction animal animal_behavior animal_diversity animal_model animal_speciation ants aphid	2	adaptation evolution selection phenotypic_plasticity life_history sexual_selection reproductive_isolation local_adaptation experimental_evolution genetic_variation climate_change genomics mate_choice fitness genetic hybridization 	3	adaptation evolution local_adaptation experimental_evolution climate_change genomics genetic_variation variation divergence coevolution genome patterns ecology adaptive_radiation ecological_speciation genetic non introgression ada	6	adaptation local_adaptation climate_change genomics genetic_variation variation divergence adaptive_radiation ecological_speciation genetic non adaptive development genomic models genetic_drift quantitative_genetics mammals ants g	11	adaptation local_adaptation climate_change genetic_variation variation genetic genetic_drift ants genetic_basis genetic_structure threespine_stickleback under ancestral_state_reconstruction biodiversity extinction high climate cli	22	adaptation genetic_variation genetic genetic_drift genetic_basis genetic_structure threespine_stickleback high genetic_architecture landscape_genetics genetic_diversity learning ants genetic_differentiation mice genetic_adaptation	43	adaptation threespine_stickleback mice field phylogeographic generation_ecological_evolutionary evolutionary_inference test drift across adaptive adaptive_animal adaptive_divergence adaptive_diversification adaptive_dynamics adapt
30	genetic_variation genetic genetic_drift genetic_basis genetic_structure high genetic_architecture landscape_genetics genetic_diversity learning ants genetic_differentiation genetic_adaptation genetic_incompatibility learning_undergraduate_teaching ecology landscape learning_assessment genetic_regulatory_network landscape_adaptive_landscape analysis cryptic_speciation cryptic_variation extinction genetic_change genetic_data genetic_divergence genetic_ecological genetic_environmental genetic_interaction genetic_mechanisms landscape_level polyploidy scale approach choice across adaptation adaptive adaptive_animal	2	adaptation evolution selection phenotypic_plasticity life_history sexual_selection reproductive_isolation local_adaptation experimental_evolution genetic_variation climate_change genomics mate_choice fitness genetic hybridization 	3	adaptation evolution local_adaptation experimental_evolution climate_change genomics genetic_variation variation divergence coevolution genome patterns ecology adaptive_radiation ecological_speciation genetic non introgression ada	6	adaptation local_adaptation climate_change genomics genetic_variation variation divergence adaptive_radiation ecological_speciation genetic non adaptive development genomic models genetic_drift quantitative_genetics mammals ants g	11	adaptation local_adaptation climate_change genetic_variation variation genetic genetic_drift ants genetic_basis genetic_structure threespine_stickleback under ancestral_state_reconstruction biodiversity extinction high climate cli	22	adaptation genetic_variation genetic genetic_drift genetic_basis genetic_structure threespine_stickleback high genetic_architecture landscape_genetics genetic_diversity learning ants genetic_differentiation mice genetic_adaptation	44	genetic_variation genetic genetic_drift genetic_basis genetic_structure high genetic_architecture landscape_genetics genetic_diversity learning ants genetic_differentiation genetic_adaptation genetic_incompatibility learning_under
13	genomics non development quantitative_genetics quantitative_trait_loci parallel_evolution quantitative_traits isolation isolation_distance isolation_environment quantitative_variation versus parallel isolation_rapid_adaptive_divergence parallel_patterns quantitative_trait_experimental_evolution quantitative_population_genomics quantitative_trait_analysis association cryptic_species mechanisms parallel_speciation quantitative quantitative_character quantitative_expression lizards mice across adaptation adaptive adaptive_animal adaptive_divergence adaptive_diversification adaptive_dynamics adaptive_evolution adaptive_genomics adaptive_landscape adaptive_landscape_ecological_speciation adaptive_landscape_population_genomics adaptive_mutations	2	adaptation evolution selection phenotypic_plasticity life_history sexual_selection reproductive_isolation local_adaptation experimental_evolution genetic_variation climate_change genomics mate_choice fitness genetic hybridization 	3	adaptation evolution local_adaptation experimental_evolution climate_change genomics genetic_variation variation divergence coevolution genome patterns ecology adaptive_radiation ecological_speciation genetic non introgression ada	6	adaptation local_adaptation climate_change genomics genetic_variation variation divergence adaptive_radiation ecological_speciation genetic non adaptive development genomic models genetic_drift quantitative_genetics mammals ants g	12	genomics divergence adaptive_radiation ecological_speciation non adaptive development genomic models quantitative_genetics mammals quantitative_trait_loci time_estimation fossil ecological_genetics evidence parallel_evolution patt	23	genomics adaptive_radiation non adaptive development genomic quantitative_genetics quantitative_trait_loci parallel_evolution adaptive_divergence insights genomic_divergence quantitative_traits adaptive_landscape genomic_signature	45	genomics non development quantitative_genetics quantitative_trait_loci parallel_evolution quantitative_traits isolation isolation_distance isolation_environment quantitative_variation versus parallel isolation_rapid_adaptive_diver
27	adaptive_radiation adaptive genomic adaptive_divergence insights genomic_divergence adaptive_landscape genomic_signatures spatial adaptive_evolution genomic_architecture adaptive_landscape_ecological_speciation adaptive_landscape_population_genomics genomic_analyses genomic_approach genomic_evidence genomic_patterns spatial_temporal structured_populations cooperation spatial_temporal_variation adaptive_animal adaptive_diversification adaptive_dynamics adaptive_genomics adaptive_mutations adaptive_shifts breeding_system divergent divergent_selection genomic_basis genomic_data genomic_insights genomic_traits genotyping_sequencing regulatory_genome simulation spatial_dynamics structured_population effect	2	adaptation evolution selection phenotypic_plasticity life_history sexual_selection reproductive_isolation local_adaptation experimental_evolution genetic_variation climate_change genomics mate_choice fitness genetic hybridization 	3	adaptation evolution local_adaptation experimental_evolution climate_change genomics genetic_variation variation divergence coevolution genome patterns ecology adaptive_radiation ecological_speciation genetic non introgression ada	6	adaptation local_adaptation climate_change genomics genetic_variation variation divergence adaptive_radiation ecological_speciation genetic non adaptive development genomic models genetic_drift quantitative_genetics mammals ants g	12	genomics divergence adaptive_radiation ecological_speciation non adaptive development genomic models quantitative_genetics mammals quantitative_trait_loci time_estimation fossil ecological_genetics evidence parallel_evolution patt	23	genomics adaptive_radiation non adaptive development genomic quantitative_genetics quantitative_trait_loci parallel_evolution adaptive_divergence insights genomic_divergence quantitative_traits adaptive_landscape genomic_signature	46	adaptive_radiation adaptive genomic adaptive_divergence insights genomic_divergence adaptive_landscape genomic_signatures spatial adaptive_evolution genomic_architecture adaptive_landscape_ecological_speciation adaptive_landscape_
4	ecological_speciation models mammals ecological_genetics patterns ecological ecological_niche_model ecological_niche_modeling diversity ecological_genomics selective ecological_niche ecological_traits ecological_divergence ecological_evolutionary preference ratio time_estimation ecological_niche_models fish fitness horizontal_gene_transfer two diversity_dynamics ecological_adaptation ecological_differentiation ecological_dynamics ecological_shifts likelihood microbial_ecology time coral delimitation microbial neotropical rates across adaptation adaptive adaptive_animal	2	adaptation evolution selection phenotypic_plasticity life_history sexual_selection reproductive_isolation local_adaptation experimental_evolution genetic_variation climate_change genomics mate_choice fitness genetic hybridization 	3	adaptation evolution local_adaptation experimental_evolution climate_change genomics genetic_variation variation divergence coevolution genome patterns ecology adaptive_radiation ecological_speciation genetic non introgression ada	6	adaptation local_adaptation climate_change genomics genetic_variation variation divergence adaptive_radiation ecological_speciation genetic non adaptive development genomic models genetic_drift quantitative_genetics mammals ants g	12	genomics divergence adaptive_radiation ecological_speciation non adaptive development genomic models quantitative_genetics mammals quantitative_trait_loci time_estimation fossil ecological_genetics evidence parallel_evolution patt	24	divergence ecological_speciation models mammals time_estimation fossil ecological_genetics evidence patterns time ecological ecological_niche_model ecological_niche_modeling diversity ecological_genomics habitat drive environmenta	47	ecological_speciation models mammals ecological_genetics patterns ecological ecological_niche_model ecological_niche_modeling diversity ecological_genomics selective ecological_niche ecological_traits ecological_divergence ecologi
24	divergence fossil evidence time time_estimation habitat drive environmental growth long environmental_change metabolic_networks habitat_isolation habitat_use habitat_isolation_field habitat_natural_selection environmental_gradients growth_fitness habitat_structure metabolic predation strategy assessment bacteria interactions landscape recombination science across adaptation adaptive adaptive_animal adaptive_divergence adaptive_diversification adaptive_dynamics adaptive_evolution adaptive_genomics adaptive_landscape adaptive_landscape_ecological_speciation adaptive_landscape_population_genomics	2	adaptation evolution selection phenotypic_plasticity life_history sexual_selection reproductive_isolation local_adaptation experimental_evolution genetic_variation climate_change genomics mate_choice fitness genetic hybridization 	3	adaptation evolution local_adaptation experimental_evolution climate_change genomics genetic_variation variation divergence coevolution genome patterns ecology adaptive_radiation ecological_speciation genetic non introgression ada	6	adaptation local_adaptation climate_change genomics genetic_variation variation divergence adaptive_radiation ecological_speciation genetic non adaptive development genomic models genetic_drift quantitative_genetics mammals ants g	12	genomics divergence adaptive_radiation ecological_speciation non adaptive development genomic models quantitative_genetics mammals quantitative_trait_loci time_estimation fossil ecological_genetics evidence parallel_evolution patt	24	divergence ecological_speciation models mammals time_estimation fossil ecological_genetics evidence patterns time ecological ecological_niche_model ecological_niche_modeling diversity ecological_genomics habitat drive environmenta	48	divergence fossil evidence time time_estimation habitat drive environmental growth long environmental_change metabolic_networks habitat_isolation habitat_use habitat_isolation_field habitat_natural_selection environmental_gradient
42	competition plasticity tolerance beetle expression trade_offs red phenotype thermal hypothesis thermal_adaptation thermal_physiology effect morphology phenotype_niche thermal_stress trade endemic female inference phenotype_competition phenotype_evolution phenotype_mapping reconstruction thermal_change high sea across adaptation adaptive adaptive_animal adaptive_divergence adaptive_diversification adaptive_dynamics adaptive_evolution adaptive_genomics adaptive_landscape adaptive_landscape_ecological_speciation adaptive_landscape_population_genomics adaptive_mutations	2	adaptation evolution selection phenotypic_plasticity life_history sexual_selection reproductive_isolation local_adaptation experimental_evolution genetic_variation climate_change genomics mate_choice fitness genetic hybridization 	4	selection life_history sexual_selection reproductive_isolation phenotypic_plasticity mate_choice fitness hybridization drosophila_melanogaster arabidopsis_thaliana drosophila effects morphology hybrid sexual_dimorphism populations	7	selection life_history phenotypic_plasticity drosophila_melanogaster drosophila effects morphology birds response convergent_evolution invasive_species competition evolution life expression life_history_strategy maternal_effects p	13	life_history drosophila_melanogaster drosophila competition life expression life_history_strategy plasticity rapid tolerance beetle rapid_adaptation behavioral_isolation resistance trade_offs drosophila_adaptation life_history_tra	25	competition plasticity tolerance beetle expression trade_offs red phenotype thermal hypothesis thermal_adaptation thermal_physiology effect morphology phenotype_niche thermal_stress trade endemic female inference phenotype_competi	49	(same)
35	life_history life life_history_strategy rapid rapid_adaptation life_history_traits predation rapid_diversification undergraduate_life_science_education undergraduate_teaching polymorphism life_history_ancestral_state_reconstruction drift physiology rapid_life_history_changes undergraduate_biology life_history_changes life_history_variation rapid_genetic_adaptation developmental developmental_plasticity expression life_reproduction rapid_evolution rapid_molecular test undergraduate interactions sea across adaptation adaptive adaptive_animal adaptive_divergence adaptive_diversification adaptive_dynamics adaptive_evolution adaptive_genomics adaptive_landscape adaptive_landscape_ecological_speciation	2	adaptation evolution selection phenotypic_plasticity life_history sexual_selection reproductive_isolation local_adaptation experimental_evolution genetic_variation climate_change genomics mate_choice fitness genetic hybridization 	4	selection life_history sexual_selection reproductive_isolation phenotypic_plasticity mate_choice fitness hybridization drosophila_melanogaster arabidopsis_thaliana drosophila effects morphology hybrid sexual_dimorphism populations	7	selection life_history phenotypic_plasticity drosophila_melanogaster drosophila effects morphology birds response convergent_evolution invasive_species competition evolution life expression life_history_strategy maternal_effects p	13	life_history drosophila_melanogaster drosophila competition life expression life_history_strategy plasticity rapid tolerance beetle rapid_adaptation behavioral_isolation resistance trade_offs drosophila_adaptation life_history_tra	26	life_history drosophila_melanogaster drosophila life life_history_strategy rapid rapid_adaptation behavioral_isolation resistance drosophila_adaptation life_history_traits stress predation rapid_diversification seasonal analysis u	51	life_history life life_history_strategy rapid rapid_adaptation life_history_traits predation rapid_diversification undergraduate_life_science_education undergraduate_teaching polymorphism life_history_ancestral_state_reconstructio
